city,site_id,name,longitude,latitude,live,avg,cityID,stateID
Hyderabad,site_262,"Central University, Hyderabad - TSPCB",78.334361,17.460103,True,85,Hyderabad,Telangana
Hyderabad,site_298,"Zoo Park, Hyderabad - TSPCB",78.451437,17.349694,True,103,Hyderabad,Telangana
Hyderabad,site_5604,"Kokapet, Hyderabad - TSPCB",78.339194,17.393559,False,,Hyderabad,Telangana
Hyderabad,site_5596,"ECIL Kapra, Hyderabad - TSPCB",78.566959,17.470431,True,76,Hyderabad,Telangana
Solapur,site_302,"Solapur, Solapur - MPCB",75.9063906,17.6599188,False,,Solapur,Maharashtra
Solapur,site_5776,"Ratandeep Housing Society, Solapur - MPCB",75.90649,17.65439,True,87,Solapur,Maharashtra
Solapur,site_5777,"Dnyaneshwar Nagar, Solapur - MPCB",75.9132495,17.6336264,True,78,Solapur,Maharashtra
Bengaluru,site_1558,"Silk Board, Bengaluru - KSPCB",77.622813,12.917348,True,79,Bengaluru,Karnataka
Bengaluru,site_1553,"Bapuji Nagar, Bengaluru - KSPCB",77.539784,12.951913,False,,Bengaluru,Karnataka
Bengaluru,site_162,"BTM Layout, Bengaluru - CPCB",77.5950804,12.9135218,True,65,Bengaluru,Karnataka
Bengaluru,site_1554,"Hebbal, Bengaluru - KSPCB",77.585901,13.029152,True,91,Bengaluru,Karnataka
Bengaluru,site_163,"Peenya, Bengaluru - CPCB",77.494094,13.0270199,True,88,Bengaluru,Karnataka
Bengaluru,site_1555,"Hombegowda Nagar, Bengaluru - KSPCB",77.5901,12.938539,True,76,Bengaluru,Karnataka
Bengaluru,site_164,"BWSSB Kadabesanahalli, Bengaluru - CPCB",77.6814488,12.9352049,False,,Bengaluru,Karnataka
Bengaluru,site_166,"Sanegurava Halli, Bengaluru - KSPCB",77.5431385,12.990328,True,60,Bengaluru,Karnataka
Bengaluru,site_5681,"Kasturi Nagar, Bengaluru - KSPCB",77.664217,13.003872,True,111,Bengaluru,Karnataka
Bengaluru,site_5686,"Shivapura_Peenya, Bengaluru - KSPCB",77.5080115,13.0246342,True,76,Bengaluru,Karnataka
Bengaluru,site_1556,"Jayanagar 5th Block, Bengaluru - KSPCB",77.584908,12.920984,True,98,Bengaluru,Karnataka
Bengaluru,site_165,"City Railway Station, Bengaluru - KSPCB",77.5660749,12.9756843,False,,Bengaluru,Karnataka
Bengaluru,site_5678,"RVCE-Mailasandra, Bengaluru - KSPCB",77.502466,12.921418,False,,Bengaluru,Karnataka
Bengaluru,site_5729,"Jigani, Bengaluru - KSPCB",77.6299145,12.7816279,False,,Bengaluru,Karnataka
Mumbai,site_5396,"Deonar, Mumbai - IITM",72.923,19.04946,False,,Mumbai,Maharashtra
Mumbai,site_5113,"Borivali East, Mumbai - MPCB",72.8658113,19.2243333,True,81,Mumbai,Maharashtra
Mumbai,site_5810,"Bandra Kurla Complex, Mumbai - MPCB",72.862131,19.065931,True,111,Mumbai,Maharashtra
Mumbai,site_5961,"Shivaji Nagar, Mumbai - BMC",72.923356,19.060498,True,90,Mumbai,Maharashtra
Mumbai,site_5120,"Colaba, Mumbai - MPCB",72.82,18.91,True,68,Mumbai,Maharashtra
Mumbai,site_5106,"Vile Parle West, Mumbai - MPCB",72.83622,19.10861,True,127,Mumbai,Maharashtra
Mumbai,site_5397,"Khindipada-Bhandup West, Mumbai - IITM",72.922099,19.1653323,False,,Mumbai,Maharashtra
Mumbai,site_5400,"Borivali East, Mumbai - IITM",72.86895,19.23241,True,102,Mumbai,Maharashtra
Mumbai,site_5412,"Kandivali East, Mumbai - MPCB",72.8682,19.2058,True,109,Mumbai,Maharashtra
Mumbai,site_168,"Bandra, Mumbai - MPCB",72.84614,19.0627,False,,Mumbai,Maharashtra
Mumbai,site_5811,"Chembur, Mumbai - MPCB",72.8954371,19.0364585,False,,Mumbai,Maharashtra
Mumbai,site_5392,"Bandra Kurla Complex, Mumbai - IITM",72.84643,19.053536,False,,Mumbai,Maharashtra
Mumbai,site_5962,"Kandivali West, Mumbai - BMC",72.831718,19.215859,False,,Mumbai,Maharashtra
Mumbai,site_5107,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",72.87462,19.10078,True,88,Mumbai,Maharashtra
Mumbai,site_5119,"Sion, Mumbai - MPCB",72.8746,19.047,True,110,Mumbai,Maharashtra
Mumbai,site_5102,"Vasai West, Mumbai - MPCB",72.8204,19.3832,False,,Mumbai,Maharashtra
Mumbai,site_5413,"Mulund West, Mumbai - MPCB",72.9419,19.175,True,181,Mumbai,Maharashtra
Mumbai,site_5398,"Navy Nagar-Colaba, Mumbai - IITM",72.81332,18.897756,True,91,Mumbai,Maharashtra
Mumbai,site_5963,"Sewri, Mumbai - BMC",72.85673,19.000084,False,,Mumbai,Maharashtra
Mumbai,site_5115,"Worli, Mumbai - MPCB",72.8128113,18.9936162,False,,Mumbai,Maharashtra
Mumbai,site_5403,"Siddharth Nagar-Worli, Mumbai - IITM",72.813993,19.000083,False,,Mumbai,Maharashtra
Mumbai,site_5807,"Mindspace-Malad West, Mumbai - MPCB",72.8304069,19.1878657,False,,Mumbai,Maharashtra
Mumbai,site_5960,"Byculla, Mumbai - BMC",72.838,18.9767,True,52,Mumbai,Maharashtra
Mumbai,site_5814,"Kherwadi_Bandra East, Mumbai - MPCB",72.8456324,19.0632143,True,95,Mumbai,Maharashtra
Mumbai,site_5112,"Powai, Mumbai - MPCB",72.915056,19.1375,True,112,Mumbai,Maharashtra
Mumbai,site_5399,"Chakala-Andheri East, Mumbai - IITM",72.86084,19.11074,False,,Mumbai,Maharashtra
Mumbai,site_5394,"Mazgaon, Mumbai - IITM",72.84214,18.96702,True,84,Mumbai,Maharashtra
Mumbai,site_5402,"Malad West, Mumbai - IITM",72.82204,19.19709,False,,Mumbai,Maharashtra
Mumbai,site_5964,"Ghatkopar, Mumbai - BMC",72.920967,19.083694,False,,Mumbai,Maharashtra
Mumbai,site_5104,"Kurla, Mumbai - MPCB",72.8888,19.0863,True,107,Mumbai,Maharashtra
Sasaram,site_5485,"Dada Peer, Sasaram - BSPCB",84.002396,24.952822,True,140,Sasaram,Bihar
Motihari,site_5478,"Gandak Colony, Motihari - BSPCB",84.90051,26.63086,False,,Motihari,Bihar
Gaya,site_5548,"Kareemganj, Gaya - BSPCB",84.992416,24.792403,True,99,Gaya,Bihar
Gaya,site_159,"Collectorate, Gaya - BSPCB",84.9994,24.7955,False,,Gaya,Bihar
Gaya,site_5338,"SFTI Kusdihra, Gaya - BSPCB",84.982348,24.762518,False,,Gaya,Bihar
Bhagalpur,site_5543,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",86.989001,25.251013,True,178,Bhagalpur,Bihar
Bhagalpur,site_5541,"Mayaganj, Bhagalpur - BSPCB",87.012947,25.265194,False,,Bhagalpur,Bihar
Baddi,site_5586,"HIMUDA Complex Phase-1, Baddi - HPPCB",76.801991,30.943887,True,117,Baddi,Himachal Pradesh
Moradabad,site_5555,"Jigar Colony, Moradabad - UPPCB",78.772638,28.856664,True,97,Moradabad,Uttar Pradesh
Moradabad,site_5613,"Transport Nagar, Moradabad - UPPCB",78.753728,28.802625,True,86,Moradabad,Uttar Pradesh
Moradabad,site_5620,"Kashiram Nagar, Moradabad - UPPCB",78.742362,28.849399,True,92,Moradabad,Uttar Pradesh
Moradabad,site_5537,"Employment Office, Moradabad - UPPCB",78.7388,28.88528,True,89,Moradabad,Uttar Pradesh
Moradabad,site_5556,"Eco Herbal Park, Moradabad - UPPCB",78.697531,28.840739,True,77,Moradabad,Uttar Pradesh
Moradabad,site_5554,"Buddhi Vihar, Moradabad - UPPCB",78.7446,28.83526,True,96,Moradabad,Uttar Pradesh
Moradabad,site_1398,"Lajpat Nagar, Moradabad - UPPCB",78.7213009,28.825341,False,,Moradabad,Uttar Pradesh
Ariyalur,site_5606,"Keelapalur, Ariyalur - TNPCB",79.07033,11.06825,False,,Ariyalur,Tamil Nadu
Bhilai,site_5536,"Civic Center, Bhilai - Bhilai Steel Plant",81.343175,21.185571,True,52,Bhilai,Chhattisgarh
Bhilai,site_5660,"32Bungalows, Bhilai - CECB",81.31477,21.194815,False,,Bhilai,Chhattisgarh
Bhilai,site_5659,"Hathkhoj, Bhilai - CECB",81.40835,21.224231,True,83,Bhilai,Chhattisgarh
Kalaburagi,site_1565,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",76.822628,17.321993,False,,Kalaburagi,Karnataka
Kalaburagi,site_5679,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",76.847397,17.336318,False,,Kalaburagi,Karnataka
Faridabad,site_5341,"Sector 30, Faridabad - HSPCB",77.3217,28.4417,False,,Faridabad,Haryana
Faridabad,site_263,"Sector- 16A, Faridabad - HSPCB",77.3099081,28.4088421,False,,Faridabad,Haryana
Faridabad,site_5342,"Sector 11, Faridabad - HSPCB",77.315741,28.376058,True,191,Faridabad,Haryana
Faridabad,site_5340,"New Industrial Town, Faridabad - HSPCB",77.30059,28.39072,False,,Faridabad,Haryana
Prayagraj,site_5459,"Motilal Nehru NIT, Prayagraj - UPPCB",81.863,25.494,True,100,Prayagraj,Uttar Pradesh
Prayagraj,site_5461,"Jhunsi, Prayagraj - UPPCB",81.917152,25.425602,True,107,Prayagraj,Uttar Pradesh
Prayagraj,site_5484,"Nagar Nigam, Prayagraj - UPPCB",81.82735986,25.44919916,True,123,Prayagraj,Uttar Pradesh
Ahmedabad,site_5454,"SAC ISRO Bopal, Ahmedabad - IITM",72.456691,23.041137,False,,Ahmedabad,Gujarat
Ahmedabad,site_308,"Maninagar, Ahmedabad - GPCB",72.591912,23.002657,False,,Ahmedabad,Gujarat
Ahmedabad,site_5455,"SAC ISRO Satellite, Ahmedabad - IITM",72.515201,23.023389,False,,Ahmedabad,Gujarat
Ahmedabad,site_5450,"Gyaspur, Ahmedabad - IITM",72.553024,22.977134,False,,Ahmedabad,Gujarat
Ahmedabad,site_5456,"SVPI Airport Hansol, Ahmedabad - IITM",72.627874,23.076793,True,112,Ahmedabad,Gujarat
Ahmedabad,site_5451,"Rakhial, Ahmedabad - IITM",72.625775,23.016834,True,83,Ahmedabad,Gujarat
Ahmedabad,site_5449,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",72.562968,23.04307,True,89,Ahmedabad,Gujarat
Ahmedabad,site_5453,"Chandkheda, Ahmedabad - IITM",72.574648,23.107969,False,,Ahmedabad,Gujarat
Ahmedabad,site_5452,"Raikhad, Ahmedabad - IITM",72.579261,23.020509,False,,Ahmedabad,Gujarat
Madikeri,site_5391,"Stuart Hill, Madikeri - KSPCB",75.73505,12.415911,True,35,Madikeri,Karnataka
Pune,site_5409,"Revenue Colony-Shivajinagar, Pune - IITM",73.849598,18.530085,True,59,Pune,Maharashtra
Pune,site_5404,"Mhada Colony, Pune - IITM",73.927715,18.57304,False,,Pune,Maharashtra
Pune,site_5405,"Alandi, Pune - IITM",73.892743,18.675076,False,,Pune,Maharashtra
Pune,site_5406,"Bhosari, Pune - IITM",73.848956,18.640051,True,93,Pune,Maharashtra
Pune,site_5766,"Katraj Dairy, Pune - MPCB",73.854155,18.45445,True,77,Pune,Maharashtra
Pune,site_5410,"MIT-Kothrud, Pune - IITM",73.8214883,18.517754,False,,Pune,Maharashtra
Pune,site_5408,"Transport Nagar-Nigdi, Pune - IITM",73.763966,18.664282,False,,Pune,Maharashtra
Pune,site_5407,"Hadapsar, Pune - IITM",73.927532,18.501793,False,,Pune,Maharashtra
Pune,site_292,"Karve Road, Pune - MPCB",73.8165527,18.5011743,True,120,Pune,Maharashtra
Pune,site_5767,"Savitribai Phule Pune University, Pune - MPCB",73.826908,18.547056,True,105,Pune,Maharashtra
Chennai,site_5365,"Kodungaiyur, Chennai - TNPCB",80.2642,13.1278,True,40,Chennai,Tamil Nadu
Chennai,site_5618,"Gandhi Nagar_Ennore, Chennai - TNPCB",80.32027,13.218341,False,,Chennai,Tamil Nadu
Chennai,site_288,"Velachery Res. Area, Chennai - CPCB",80.2398125,13.0052189,False,,Chennai,Tamil Nadu
Chennai,site_5361,"Arumbakkam, Chennai - TNPCB",80.2112,13.0664,True,44,Chennai,Tamil Nadu
Chennai,site_5364,"Royapuram, Chennai - TNPCB",80.2909,13.1036,True,52,Chennai,Tamil Nadu
Chennai,site_293,"Alandur Bus Depot, Chennai - CPCB",80.1076538,12.9099161,True,44,Chennai,Tamil Nadu
Chennai,site_306,"Manali, Chennai - CPCB",80.26285,13.164544,True,58,Chennai,Tamil Nadu
Chennai,site_5092,"Manali Village, Chennai - TNPCB",80.2584,13.1662,False,,Chennai,Tamil Nadu
Chennai,site_5363,"Perungudi, Chennai - TNPCB",80.2357,12.9533,True,43,Chennai,Tamil Nadu
Kanpur,site_5416,"IITK, Kanpur - IITK",80.235136,26.511739,False,,Kanpur,Uttar Pradesh
Kanpur,site_5500,"FTI Kidwai Nagar, Kanpur - UPPCB",80.327067,26.428282,True,141,Kanpur,Uttar Pradesh
Kanpur,site_5474,"NSI Kalyanpur, Kanpur - UPPCB",80.249612,26.509954,True,128,Kanpur,Uttar Pradesh
Kanpur,site_276,"Nehru Nagar, Kanpur - UPPCB",80.3229863,26.4703136,False,,Kanpur,Uttar Pradesh
Firozabad,site_5480,"Nagla Bhau, Firozabad - UPPCB",78.37696,27.168897,False,,Firozabad,Uttar Pradesh
Firozabad,site_5584,"Vibhab Nagar, Firozabad - UPPCB",78.3953,27.1594,False,,Firozabad,Uttar Pradesh
Kota,site_1394,"Shrinath Puram, Kota - RSPCB",75.821256,25.14389,True,113,Kota,Rajasthan
Kota,site_5707,"Dhanmandi, Kota - RSPCB",75.858137,25.16409,True,110,Kota,Rajasthan
Kota,site_5701,"Nayapura, Kota - RSPCB",75.855668,25.196024,True,107,Kota,Rajasthan
Kollam,site_5334,"Polayathode, Kollam - Kerala PCB",76.6073,8.8787,False,,Kollam,Kerala
Kozhikode,site_5271,"Palayam, Kozhikode - Kerala PCB",75.784371,11.249077,False,,Kozhikode,Kerala
Sagar,site_5269,"Deen Dayal Nagar, Sagar - MPPCB",78.80289321,23.8640158,True,111,Sagar,Madhya Pradesh
Sagar,site_5662,"Civil Lines, Sagar - MPPCB",78.759431,23.838586,True,44,Sagar,Madhya Pradesh
Mandikhera,site_5055,"General Hospital, Mandikhera - HSPCB",76.9938,27.9002,True,93,Mandikhera,Haryana
Kalyan,site_5118,"Khadakpada, Kalyan - MPCB",73.142019,19.25292,True,104,Kalyan,Maharashtra
Mysuru,site_5125,"Hebbal 1st Stage, Mysuru - KSPCB",76.37376,12.21041,True,45,Mysuru,Karnataka
Vatva,site_5067,"Phase-4 GIDC, Vatva - GPCB",72.6435,22.969611,True,74,Vatva,Gujarat
Panipat,site_5048,"Sector-18, Panipat - HSPCB",76.993331,29.497973,True,82,Panipat,Haryana
Kurukshetra,site_5043,"Sector-7, Kurukshetra - HSPCB",76.875879,29.966942,True,83,Kurukshetra ,Haryana
Guwahati,site_5651,"IITG, Guwahati - PCBA",91.70046436,26.2028636,True,67,Guwahati,Assam
Guwahati,site_5417,"Pan Bazaar, Guwahati - PCBA",91.744194,26.1875,True,74,Guwahati,Assam
Guwahati,site_5683,"LGBI Airport, Guwahati - PCBA",91.589544,26.10887,True,107,Guwahati,Assam
Guwahati,site_5073,"Railway Colony, Guwahati - PCBA",91.78063,26.181742,False,,Guwahati,Assam
Puducherry,site_5423,"Jawahar Nagar, Puducherry - PPCC",79.8027,11.9309,True,22,Puducherry,Puducherry
Korba,site_5656,"Rampur, Korba - CECB",82.746431,22.368195,False,,Korba,Chhattisgarh
Korba,site_5657,"Urja Nagar, Korba - CECB",82.549611,22.348441,True,48,Korba,Chhattisgarh
Amritsar,site_256,"Golden Temple, Amritsar - PPCB",74.876512,31.62,False,,Amritsar,Punjab
Jalandhar,site_1438,"Civil Line, Jalandhar - PPCB",75.578914,31.321907,True,82,Jalandhar,Punjab
Bagalkot,site_5264,"Vidayagiri, Bagalkot - KSPCB",75.659694,16.172806,True,46,Bagalkot,Karnataka
Kannur,site_5276,"Thavakkara, Kannur - Kerala PCB",75.3732,11.875,False,,Kannur,Kerala
Aizawl,site_5346,"Sikulpuikawn, Aizawl - Mizoram PCB",92.7192841,23.7176342,True,64,Aizawl,Mizoram
Ramanathapuram,site_5625,"Chalai Bazaar, Ramanathapuram - TNPCB",78.831977,9.36399,False,,Ramanathapuram,Tamil Nadu
Durgapur,site_299,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",87.2892225,23.5404352,False,,Durgapur,West Bengal
Durgapur,site_5983,"PCBL Residential Complex, Durgapur - WBPCB",87.35444,23.508764,False,,Durgapur,West Bengal
Anantapur,site_5632,"Gulzarpet, Anantapur - APPCB",77.593027,14.675886,False,,Anantapur,Andhra Pradesh
Bareilly,site_5601,"Rajendra Nagar, Bareilly - UPPCB",79.42963708,28.38910936,True,70,Bareilly,Uttar Pradesh
Bareilly,site_5628,"Civil Lines, Bareilly - UPPCB",79.414455,28.359581,True,82,Bareilly,Uttar Pradesh
Nalbari,site_5668,"Bata Chowk, Nalbari - PCBA",91.439057,26.446912,True,57,Nalbari,Assam
Baripada,site_5670,"Meher Colony, Baripada - OSPCB",86.728318,21.941841,False,,Baripada,Odisha
Rourkela,site_5675,"Raghunathpali, Rourkela - OSPCB",84.809444,22.220833,False,,Rourkela,Odisha
Rourkela,site_5687,"Fertilizer Township, Rourkela - OSPCB",84.86277778,22.18972222,True,150,Rourkela,Odisha
Rourkela,site_5688,"Sector-2, Rourkela - OSPCB",84.88111111,22.245,True,119,Rourkela,Odisha
Jodhpur,site_136,"Collectorate, Jodhpur - RSPCB",73.0193853,26.268249,True,124,Jodhpur,Rajasthan
Jodhpur,site_5694,"Samrat Ashok Udhyan, Jodhpur - RSPCB",72.976571,26.253384,True,122,Jodhpur,Rajasthan
Jodhpur,site_5726,"Digari Kalan, Jodhpur - RSPCB",73.082283,26.29581,True,108,Jodhpur,Rajasthan
Jodhpur,site_5773,"Mandor, Jodhpur - RSPCB",73.047444,26.358805,True,103,Jodhpur,Rajasthan
Jodhpur,site_5720,"Jhalamand, Jodhpur - RSPCB",73.070156,26.215415,True,115,Jodhpur,Rajasthan
Satna,site_1433,"Bandhavgar Colony, Satna - Birla Cement",80.8549414,24.58434363,True,75,Satna,Madhya Pradesh
Kolkata,site_5238,"Ballygunge, Kolkata - WBPCB",88.3638022,22.5367507,True,95,Kolkata,West Bengal
Kolkata,site_5126,"Rabindra Sarobar, Kolkata - WBPCB",88.35142,22.51106,True,95,Kolkata,West Bengal
Kolkata,site_5110,"Fort William, Kolkata - WBPCB",88.342674,22.55664,True,105,Kolkata,West Bengal
Kolkata,site_309,"Victoria, Kolkata - WBPCB",88.3403691,22.5448082,True,108,Kolkata,West Bengal
Kolkata,site_296,"Rabindra Bharati University, Kolkata - WBPCB",88.380669,22.627847,True,87,Kolkata,West Bengal
Kolkata,site_5129,"Bidhannagar, Kolkata - WBPCB",88.41002457,22.58157048,True,93,Kolkata,West Bengal
Kolkata,site_5111,"Jadavpur, Kolkata - WBPCB",88.36917,22.49929,True,109,Kolkata,West Bengal
Charkhi Dadri,site_5339,"Mini Secretariat, Charkhi Dadri - HSPCB",76.270653,28.593883,False,,Charkhi Dadri,Haryana
Tumakuru,site_5682,"Thimmalapura, Tumakuru - KSPCB",77.099072,13.377516,True,46,Tumakuru,Karnataka
Churu,site_5699,"Subash Chowk, Churu - RSPCB",74.961696,28.296139,True,112,Churu,Rajasthan
Tonk,site_5702,"Shastri Nagar, Tonk - RSPCB",75.780517,26.159933,True,113,Tonk,Rajasthan
Barmer,site_5714,"Railway Colony, Barmer - RSPCB",71.393989,25.747299,True,96,Barmer,Rajasthan
Sri Ganganagar,site_5719,"Old City, Sri Ganganagar - RSPCB",73.864511,29.931624,True,269,Sri Ganganagar,Rajasthan
Pratapgarh,site_5721,"Pragati Nagar, Pratapgarh - RSPCB",74.780702,24.041198,True,112,Pratapgarh,Rajasthan
Kolhapur,site_5769,"Sinchan Bhavan, Kolhapur - MPCB",74.2426398,16.7143745,True,71,Kolhapur,Maharashtra
Kolhapur,site_5768,"Shivaji University, Kolhapur - MPCB",74.2505872,16.6870449,True,127,Kolhapur,Maharashtra
Bundi,site_5771,"New Colony, Bundi - RSPCB",75.644272,25.435774,True,93,Bundi,Rajasthan
Pimpri-Chinchwad,site_5764,"Park Street Wakad, Pimpri Chinchwad - MPCB",73.77946,18.59051,True,101,Pimpri-Chinchwad,Maharashtra
Pimpri-Chinchwad,site_5765,"Thergaon, Pimpri Chinchwad - MPCB",73.765797,18.616318,False,,Pimpri-Chinchwad,Maharashtra
Pimpri-Chinchwad,site_5763,"Gavalinagar, Pimpri Chinchwad - MPCB",73.82487,18.63673,True,91,Pimpri-Chinchwad,Maharashtra
Siliguri,site_1419,"Ward-32 Bapupara, Siliguri - WBPCB",88.4152495,26.6879226,True,84,Siliguri,West Bengal
Howrah,site_5101,"Belur Math, Howrah - WBPCB",88.352017,22.629801,True,100,Howrah,West Bengal
Howrah,site_1416,"Padmapukur, Howrah - WBPCB",88.2797276,22.5687319,True,100,Howrah,West Bengal
Howrah,site_274,"Ghusuri, Howrah - WBPCB",88.347422,22.611968,False,,Howrah,West Bengal
Mahad,site_5783,"Kamble Tarf Birwadi, Mahad - MPCB",73.4783687,18.1023399,False,,Mahad,Maharashtra
Jalgaon,site_5790,"Prabhat Colony, Jalgaon - MPCB",75.565602,21.001264,True,146,Jalgaon,Maharashtra
