,PM25,PM25_clean,PM25_clean_outliers,PM10,PM10_clean,PM10_clean_outliers,NO,NO_clean,NO_clean_outliers,NO2,NO2_clean,NO2_clean_outliers,NOx,NOx_clean,NOx_clean_outliers,Ozone,Ozone_clean,Ozone_clean_outliers,NO_std,NO2_std,NOx_std,station_name,station_id,year
13,47.89326341764311,48.40269139700048,48.03359236947741,102.11999201915306,102.1940356421081,101.60462402902067,14.230882310101268,13.811945134161052,13.575949367088626,15.54924026728643,15.850208836857997,14.983011878397415,26.81056627775953,27.628964833867368,27.395380595014714,19.857424606845527,20.693859566631403,20.715442540743837,15.971205404249963,24.74568727623801,27.051208586256426,"GIDC, Ankleshwar - GPCB",28,2019
14,64.84423859176232,64.84149865165058,64.05965222492291,121.07634596804105,121.08535553655669,118.86386331332871,14.219692023026422,14.172179318294202,13.613816486451054,16.51126361904748,16.519986651410996,12.378972003309057,20.49156173980719,21.200596358016238,20.60887842801599,9.90737686007617,9.900399306892606,9.357824015117302,15.675860639461234,19.221400690071583,21.738635384278066,"GM Office, Brajrajnagar - OSPCB",29,2019
15,51.58937879939184,51.57139336733055,51.502065169379115,97.39212535358962,97.34011711166946,96.95805434968358,16.146121114511303,16.63223710970235,15.879075419477742,14.966956326268997,15.936547377509402,15.112364035292705,27.952744445136073,28.464185115835182,28.48041585713714,20.807599408055324,20.70544280024587,20.682665560624667,18.915477052967777,25.996722581246786,27.996251412797207,"Golden Temple, Amritsar - PPCB",nothing,2019
16,48.55270201837517,48.19477434679335,47.40769108659418,115.80632439932812,115.59391201303511,113.92761819513386,13.959441376380557,13.955354930076048,13.310679686298565,38.06499168994658,38.01603396426673,37.53444613627716,31.52950125304449,31.51447786485926,30.90083355536111,34.13626849512804,34.13885079044243,34.207417880384256,13.314759638669932,37.53915194884292,30.898770741361034,"GVM Corporation, Visakhapatnam - APPCB",10,2019
17,40.26608045356362,40.30411293812192,40.41219791788485,77.23135982123375,77.31936322429118,77.91131392003692,29.232106540141213,29.288585787624925,29.315484780820256,22.666195213767132,22.66814543889844,22.46355597527472,50.60204841411353,50.62276708477504,50.19822902259107,16.050131344251653,16.04232944102064,15.905791362741663,35.61882529518897,40.30454882975682,49.81734014665207,"Jadavpur, Kolkata - WBPCB",45,2019
18,39.988255974900774,39.9618806760459,39.81327167246811,96.58574766209908,96.53163609228223,96.14476356680136,8.534505892743041,8.534988887392318,8.373533311945325,24.60891961101109,25.465138125763136,25.398915512242315,33.05260489616979,33.93391612243285,33.77015843895925,15.505206020005565,15.470804747430968,15.523468847172758,10.227759221917347,47.404583112542895,33.641363257751124,"Kalal Majra, Khanna - PPCB",30,2019
19,102.56937799043062,102.13104966378192,101.82685267636292,217.99343319715538,217.52309605410815,215.75312677183737,9.192340313743136,9.133347101231582,8.527868254739875,63.994480508445506,63.86396783207226,63.2239627961477,43.97639005684672,43.79804813915849,43.24990165367508,46.03561483365674,46.00062321996969,46.56482994896654,8.548376912490854,63.27903918997665,43.46843800904965,"Knowledge Park - III, Greater Noida - UPPCB",12,2019
20,104.51701282834453,104.45739773317447,103.89096011224694,200.52707316294948,200.4900909526089,199.22217979868103,26.86121409458715,26.778093456738347,26.511312883435682,53.594473716835516,53.59524798512031,53.48849228542235,49.594279489573715,49.47612033259639,49.19818641642535,16.951751930353097,16.978438638749545,16.95425967200032,26.511970832603083,53.498612976271964,49.121495668337296,"Mandir Marg, Delhi - DPCC",13,2019
21,62.360331339751134,62.348150636718465,62.17506558549979,117.54771752116825,117.82527861565383,117.16562467866396,25.283688524590247,25.286235466475567,24.048005525992707,90.80428782450213,90.79740544962586,89.98492077405498,61.984484702093745,62.027961378712156,61.26313238573992,45.835071257739955,46.342307435589426,46.75829538571182,23.426375688778275,91.21197298099044,61.78965975739862,"Maninagar, Ahmedabad - GPCB",nothing,2019
22,34.048487438221244,34.024196244325694,33.815961689125636,74.46062435143502,74.03923393939336,73.14945467475057,9.449388198072288,9.451227242573928,8.966287269285413,10.765084637375887,9.948587511199454,10.499996522948603,15.453282740374647,14.4971298052061,14.089758615878427,50.89523785218488,54.080578371382266,54.24121552477288,10.162106289258814,14.05604077686663,15.2711412301583,"MIDC Khutala, Chandrapur - MPCB",33,2019
23,42.29493852386829,42.339016735649,41.84365736434132,76.61650612619702,76.1250441125095,75.69003372681432,8.311608036046394,8.89835372418512,8.0684177978094,13.905272455834531,13.591363581851041,13.443379563274746,7.356431667052675,7.837030119592608,7.12981401946506,43.465231187971234,42.38676772920835,42.57757054395827,8.300742996282127,13.49330885174493,9.47034920650569,"More Chowk Waluj, Aurangabad - MPCB",34,2019
24,109.51893274853808,109.8099852941177,109.9988853503185,198.78151603498563,199.13893118594456,198.70711419753113,19.06251094890508,19.095622254758386,18.444446227929344,33.36236574746006,33.31379912663753,32.97905718701698,52.3915261627906,52.375758017492615,51.72114551083579,5.435072886297376,5.406573938506587,5.330408163265308,22.68666886035313,61.812190123456716,50.81558139534876,"Muradpur, Patna - BSPCB",nothing,2019
25,113.74603990610579,113.63245974377304,113.22634459459599,,,,16.46855159318812,16.638668893704047,15.810832367645519,27.583424669760728,27.710420145353993,27.359161161419276,27.399710814309177,27.41718383350032,26.673900354055608,32.047267108167894,32.049680609932125,32.09415521652607,15.786549461515591,27.3762676805104,26.660040777317533,"NSIT Dwarka, Delhi - CPCB",17,2019
26,28.48459841490318,28.46334682529948,27.862801198086636,53.34561213434453,53.105646951069154,52.31625852448853,2.394468114348521,2.3989503221783255,1.4753609866329436,6.870786266586056,6.870596658711216,6.34903180706047,6.018515239661097,6.018774309837813,4.416386012620702,40.15542203238541,40.15998214627288,39.328454970308,1.6833427976528321,6.625311716415339,5.397387214172925,"Plammoodu, Thiruvananthapuram - Kerala PCB",36,2019
27,107.50551525687908,107.3240915773997,107.18137190731771,209.0845509622238,208.87428690278108,207.8901123813842,24.46108911204725,24.460777105187958,24.303396975820345,59.42621619933808,59.420886570241535,59.316098773616254,51.255377217087045,51.23571785736595,51.01532214944524,24.259864289753157,24.275837926411317,24.354584065144493,24.303396975820345,59.314642951775376,51.00532415912353,"Punjabi Bagh, Delhi - DPCC",37,2019
28,52.91956276099224,52.91704133913516,52.58910506280906,104.04293559085332,104.04003665689126,102.36403276814606,17.812620673175495,17.813302949610915,17.703199340651175,13.017490784982833,13.017433866948734,12.687610900106884,43.161576378221646,43.16336439983624,42.766970608999074,24.397700352003973,28.83310211188477,30.423632001010173,21.718981677530476,17.213600073740878,27.225065633771138,"Railway Colony, Guwahati - PCBA",nothing,2019
29,96.9608672434771,98.07425083393515,97.67757426112982,,,,6.629134244654643,6.622290700242949,5.990772659732557,85.04530481877532,85.01564361258016,85.17010474293721,33.30086147484497,33.27687137330759,32.75183805192905,48.942565949942086,48.92187288835525,49.08183509361533,6.029056928370347,85.15297347089168,53.62511583223542,"Sector- 16A, Faridabad - HSPCB",nothing,2019
30,116.45467208357516,116.5035131525463,116.47091185025927,201.87927461139896,201.91390728476821,202.0137640625982,23.769782675237295,23.77368968895427,23.42272483581296,57.741619369641235,57.747641480944495,57.48590368492871,50.369682299546135,50.37832324455205,49.95121727748687,40.83882114618059,40.84244476402154,40.79032542325843,23.42272483581296,57.520057157703164,50.028489208633054,"Sector-1, Noida - UPPCB",38,2019
31,35.44721292217283,35.36055615410294,35.29606246270098,85.45897568869516,85.28942998622207,84.71979500962662,10.403382534299338,12.37996647976587,11.971270623808515,17.403933851840428,19.399375784190703,19.260033469068986,27.766069902613506,31.049006558434538,30.68581903994468,30.08782253971954,30.380198210704833,31.27956736922941,14.474644564860403,34.02991476214376,30.0387107866797,"Sector-10, Gandhinagar - GPCB",39,2019
32,108.60622496339907,108.37781852198319,107.84941403054269,279.9325935262992,279.7486446167739,277.17375268487245,32.191497504678566,32.260084238874995,32.13364590163932,54.280032319214655,54.22755686078509,53.87948011826086,55.241276085173446,55.622633808003826,55.290407498766456,44.517121874999866,44.623157000880475,44.83922085029242,32.4449157204939,57.15216094258239,55.25720093797461,"Sirifort, Delhi - CPCB",41,2019
33,67.64987888574889,67.67114297253634,67.17082554688359,143.83064273538554,143.8884430176565,142.1748120300752,10.897565374211045,10.90083400321548,9.73564804592627,44.73847926267253,44.77222166449123,44.4995905172411,32.65826322115377,32.678671083007046,31.995488477767008,57.17288742908302,57.152476826472345,57.61369325413637,9.73564804592627,44.4995905172411,31.995488477767008,"T T Nagar, Bhopal - MPPCB",20,2019
34,55.99569739340578,55.97387566423292,55.03221543510963,193.82338904363843,193.84887875332447,190.62040765017522,27.67568579642639,27.230685988232764,27.549916059870604,11.590189297892753,10.392982236445365,10.185847535078679,33.020570019923554,33.69064673126663,34.39997757145834,7.754369635986934,7.64220344749372,7.508794688457548,31.915688879507425,17.346910338937985,33.80835679391354,"Talcher Coalfields,Talcher - OSPCB",21,2019
35,123.57211689884994,123.56654552062587,123.0944446251433,,,,13.301602179836491,14.420901426718585,13.93473400343227,29.444907643790525,30.22946254224569,29.625700789763172,25.862397904191575,26.902909668828613,26.40672678752172,,,,13.943716243157178,29.73574822507377,26.977648846683405,"Talkatora District Industries Center, Lucknow - CPCB",22,2019
36,42.137636904761926,42.270067092651765,41.878223660553765,42.665617468830554,42.41609654392534,41.56847007874019,20.56413884906828,20.69008237004231,19.980984412832946,16.10592748506232,16.11020870643324,15.765083487940498,36.165816270816386,36.34439897343421,35.438962590144385,7.70458391027412,9.534755151783749,24.282045028142637,24.464832103153654,28.891234151769062,35.05170156010017,"Tamaka Ind. Area, Kolar - KSPCB",23,2019
37,10.288173868016827,10.461499645054436,9.471194793706955,29.022450439944773,29.02149663112091,28.646674705552233,4.663164352935064,4.058694236691602,4.040947251114423,7.950425421260641,8.729430022573327,8.671469412235117,11.911338853304168,10.986643281807428,10.943849440744057,15.084367682067722,15.086827842720528,15.067249063551538,4.174240588453696,12.779820179820163,9.35414841305321,"Udyogamandal, Eloor - Kerala PCB",42,2019
38,60.699924601140395,60.59319210574003,60.580893340203865,106.85220981801476,106.94356746765222,106.97437828947426,31.19504379785598,31.18338203761557,30.406901501839986,49.54203128746101,49.49841693400891,49.248283118125386,69.11066084788033,69.07266633410241,68.66489513269939,31.386215298286928,31.40960008276174,31.709874457090226,36.310862098855345,86.2713403678475,65.88547011571569,"Victoria, Kolkata - WBPCB",47,2019
39,51.67258404558336,51.58993980674732,51.48008613965487,103.70786355418714,103.59347140227155,102.24972995981707,14.780330676778751,14.780330676778751,13.886743741971298,28.67254886177039,28.668177953820987,28.229456715599014,43.24940430351087,43.24397016470904,42.19254929821552,29.117845063417224,29.147716020551314,29.431096325520954,16.975545074181863,51.95604111278637,40.961018873434995,"Ward-32 Bapupara, Siliguri - WBPCB",24,2019
40,,,,135.16945945945943,58.709259259259255,58.709259259259255,5.62486018852407,5.64757965469569,5.137561788869402,11.812506210586637,11.605477986960631,11.105301700493719,16.23864195593512,16.258982838307546,15.392187259874172,21.599431609346095,21.600020684220702,21.206235247121803,5.872433725840236,17.45621036143632,15.195299975345351,"Alandur Bus Depot, Chennai - CPCB    Chennai, Tamil Nadu",1,2020
41,76.49859191655813,77.5263439252339,77.08452650387146,127.70504653567785,127.67933544958994,126.76428226196265,15.530591473286686,15.531123385268733,13.62216128777725,37.91708413765552,37.89218928999595,37.747552156258564,22.924991292699506,22.91534653133713,21.37118017985757,29.436943868334776,29.429731628965328,29.736139764062813,13.684168152953092,38.17372550878152,21.45758480078107,"Arya Nagar, Bahadurgarh - HSPCB",25,2020
42,51.20597410053517,52.38318757983626,52.41415623346784,99.12538286191324,99.00382895202588,98.28197951982312,15.211427460598106,19.875320802457995,19.798178841825223,21.738994396933332,21.72307261086388,21.71084072187658,36.32828157716253,36.66308698769287,36.55154826377848,36.868571302661756,36.967325732131314,37.20640804417391,23.94942911936174,38.752543689320184,35.59886001075462,"Ballygunge, Kolkata -WBPCB",nothing,2020
43,22.79649203055748,22.782202718006886,22.4970893701768,59.78590115817854,59.469614281160275,58.58982361380721,6.438244751581514,13.33883268482491,13.180712150518739,9.60359416805636,30.54829471101426,30.449125053964657,15.540890339121296,38.56557062146886,38.6305680757433,16.1680175280724,28.439489709613706,34.749598630397585,15.771444549929669,55.967319173363926,37.85887539296914,"Bandra, Mumbai - MPCB",2,2020
44,43.115862764248426,43.098657633527935,43.126299127740864,94.10226761561434,95.32694607010237,95.28287983379138,14.718336926970931,15.460659568076284,14.987676017500558,31.330564360743196,31.314484584241498,31.18896471757482,45.60239624505937,45.62500618505697,44.8412041797977,32.96151538123929,32.98398929370407,32.92978776315208,18.353163071834732,58.06656241517405,45.852655413750746,"Belur Math, Howrah - WBPCB    Howrah, West Bengal",3,2020
45,32.470263187532794,34.95348806702747,34.54520371301815,99.53403348554,99.5575944487275,99.58116063919226,4.465254029001694,4.518540258806582,4.293069521563824,18.293475309059154,21.6796759439467,21.46918925857433,20.985987514762904,24.11591002593694,23.82006755160855,14.435834791484428,14.394683937445231,14.138481077061602,4.86736134661441,35.60278492225934,23.06062592549816,"BWSSB Kadabesanahalli, Bengaluru - CPCB    Bengaluru, Karnataka",4,2020
46,39.08419287133166,39.42581399757354,39.25265826966756,126.10550651300979,126.17202453182917,123.48642217864163,56.34827176780996,56.36106120398928,56.146193381747345,28.11125146062176,28.109105059883863,27.804489329579518,81.61747127667162,82.44368538739596,81.71375292283714,17.956255335004336,31.68541144527989,32.08101687322685,67.47171652037457,52.26759270412515,80.83158831300034,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",5,2020
47,39.64630824797205,39.45880572208702,39.24277569003499,99.66302330377397,99.5660221402214,99.20499108734403,14.718097873492262,14.720608504619374,14.193748378728904,45.63334234477794,46.063744602489315,45.9304350786411,37.35400793173892,38.244903230024896,38.01415696451115,48.862329179459394,53.11536593135328,53.183376425210916,14.38412252775928,47.39656917211355,37.84513451646226,"Chhoti Gwaltoli, Indore - MPPCB",26,2020
48,39.70862785236943,39.649127565319844,39.323038516405475,84.38925444494178,84.32322026800611,83.70608879763857,7.2373322388672205,7.4440384130982435,6.772108139495133,20.976687481676816,20.97622302369212,20.64180006979464,28.17808439560426,28.190310418683662,27.52115704842998,46.52892809198666,46.53093543867885,46.59081925754809,8.166253514344216,37.18988730410487,26.573256688963173,Civil lines,nothing,2020
49,23.622841596130577,23.5199017443144,23.308399345717916,62.337438972365895,62.30074852857432,62.14259662020743,13.365830832708253,13.306085030166006,13.127326219358796,23.121223533820377,21.976885836415047,21.788281059683218,34.79514452225417,34.261992686517644,33.88710732196595,9.886853378974115,10.566922344240222,10.577413742432247,15.743598726595554,39.53550728167642,32.26221382231513,"Deshpande Nagar, Hubballi - KSPCB Hubbali Karnataka",6,2020
50,80.58535329259081,80.4046476295708,79.99478639210832,164.72824249489943,164.43241194308374,163.81628793948911,16.341869833157894,16.275788555792687,15.566098460344055,46.68512737225202,46.678566271584366,46.43233342947811,38.12328730029782,38.0656504860212,37.619054657626684,59.66027213012165,59.66027213012165,59.96434837300094,15.570510996118912,46.43194257514598,37.61892369477911,"Dr. Karni Singh Shooting Range, Delhi - DPCC Delhi",7,2020
51,101.51977485258205,101.46187526061834,100.92125548869735,218.97157090865701,218.83311949873192,216.4490290467302,39.97097822455746,39.93505148376526,39.22752248245885,44.839200407588194,44.839200407588194,44.49790037971839,56.99438729471203,56.943506122326085,56.3492402000322,42.14401958354018,42.431408314333304,43.15500657650696,39.22752248245885,44.50724901135329,56.33399774229956,"Dwarka-Sector 8, Delhi - DPCC",27,2020
52,48.513296366873575,48.281111006761506,47.732879394303055,95.00573234580507,95.04723164747757,94.75876164064637,17.902379445678374,19.087219512195254,18.819589747236034,34.6652361977185,34.816379642955454,34.81759046664303,50.8713999266416,51.2025327362572,50.728848705820845,28.748129468308985,28.9832190013661,29.240002927114695,22.805417534382958,63.08256235895174,50.141569498818455,"Fort William, Kolkata - WBPCB Kolkata West bengal",8,2020
53,51.31993250798742,51.41418997996009,51.08257592608438,108.60948081007294,108.84167128560455,108.23088370742195,15.468864934784975,16.277605605605586,15.940237366002988,17.864680130923173,14.60355992844368,14.540206715395195,33.209473438286075,32.70425379498553,32.54766362482623,32.0147145723144,29.032044257112684,28.93506380088302,18.763162536585476,25.924997340637912,32.21258612254111,"GIDC, Ankleshwar - GPCB",28,2020
54,61.155660298618564,61.11202834572527,60.333662822086055,117.06671648509888,117.03427352741977,115.30507279693416,12.872248551324496,13.464449429269132,13.254787923236837,11.740483747512334,12.730892889288832,10.755295266618914,18.06783104638434,21.371159795175004,21.13459236384064,31.79423008296902,31.76867431684225,31.841133191388575,15.349346003541559,17.4243270082473,21.894317587186656,"GM Office, Brajrajnagar - OSPCB",29,2020
55,46.91899357670876,46.92325519824403,46.75346693942693,100.65081269013483,100.94413794266454,100.49472465966191,18.526984489202103,18.660757314974333,18.298898780793106,15.705051709895903,15.516101489558807,15.149778692548814,30.937393542955434,31.081266423357903,31.202969247843303,25.305518187361187,25.973534723279226,26.09456785484244,21.551699846302185,25.75301704665556,31.6604177242699,"Golden Temple, Amritsar - PPCB Amritsar Punjab",9,2020
56,40.589708368554525,40.49297618626375,40.00771533855366,96.35200275055871,96.03718362670556,94.3478409220154,14.460325047801124,14.46158570220275,13.935394574844093,30.819560522437,30.843787206221734,30.57185675216229,27.24452764386082,27.250701142348905,26.745035434814667,34.280999479437796,34.28096973483271,34.17585055466928,13.951846217986867,30.58573874006503,26.710606951282198,"GVM Corporation, Visakhapatnam - APPCB, Visakhapatnam, Andhra Pradesh",10,2020
57,44.32735065872626,44.23830152327091,44.319739731336,87.57168168258647,87.44417734881603,87.66436466759096,25.47809473029379,30.340406966218755,30.70479592642283,25.877955489614315,26.104095009019954,25.98602439727221,50.30671557562069,51.87240280827626,51.72993976302362,21.559928544234765,21.582183449650593,21.588813888019565,37.31101081166396,46.8057255178154,52.700234843557794,"Jadavpur, Kolkata - WBPCB",45,2020
58,42.4922992384649,42.48522254749662,41.98642783604654,94.42460112258912,94.40373958488868,92.22362731751615,7.473875379035582,7.723690102704626,7.602902048054501,13.054117717145282,13.387856225930744,13.26542584129629,20.004343353254093,20.561436223301513,20.331654971580868,17.866332310597034,17.898354590301835,17.943227155213634,8.761826432401838,22.97339761805847,20.1893901632112,"Kalal Majra, Khanna - PPCB",30,2020
59,95.1835078371848,94.94699931732141,94.39960763090245,181.67581313192838,181.44068624458149,180.38513242375603,5.133742445029437,4.289780405405385,4.183367168688898,52.3830160575458,52.4564705453487,52.0078614023465,31.665522339619848,31.773805284006173,31.547906125943697,39.850494949494845,39.856158565360936,40.26738663228008,4.191271302459497,52.123345516758846,31.595217222653122,"Knowledge Park - III, Greater Noida - UPPCB Greater Noida Uttar Pradesh",12,2020
60,90.3210412856023,90.30160183066361,89.70799758617018,148.30623448372322,148.1769150052466,147.00693891479924,19.49993453569508,19.501574571167353,19.34455929599167,41.85519168039296,42.52552206494622,42.34213711818265,37.99029969220784,38.52575432102829,38.41527176191115,13.454602705394809,13.463026696687123,13.376682957048565,19.352709152495635,42.364675739687314,38.42018636791933,"Mandir Marg, Delhi - DPCC Delhi",13,2020
61,46.66358686975159,46.562584251666166,46.42765874922787,106.16599512013393,107.34398211228816,105.48983425623972,13.396215749272509,13.396854709145432,12.801314096250998,43.73101379833196,43.74073471864087,43.20932306892721,31.19334814277483,31.195896986367345,30.967175820291025,41.17319896675953,42.42361959822868,42.72710513286034,12.674232520618654,43.260055860478474,30.96098107873675,"Maninagar, Ahmedabad - GPCB Ahmedabad",14,2020
62,32.46043157744104,32.435761017556885,31.924863856626903,65.08791495379369,65.04186656572985,64.23368508678746,5.716405554448178,5.714387090340989,5.228554878692895,15.608925868394094,15.6335701256923,15.277634826891113,13.739640382712018,13.37292833864294,12.774763827368593,34.12724642289343,34.071378456750786,34.223618879144844,5.6623008414900005,16.28620051599221,13.405047503169888,"MIDC Khutala, Chandrapur - MPCB",33,2020
63,30.596090391909218,32.06601892647807,31.98097096188751,63.479621064095475,63.4476207019709,62.986676090750606,12.44209209083853,12.714395242097547,11.703940772151105,19.648077590669708,16.498925072046088,16.534888169151763,11.814000179931648,11.935432473940475,11.02133643917534,37.49570134793586,32.217903596403545,32.45996511003754,11.744886602838598,16.541212490147302,16.1845880904779,"More Chowk Waluj, Aurangabad - MPCB",34,2020
64,55.33482967473098,55.09872326009034,54.822931123948685,123.80576727754374,123.47944298259404,122.31812625080542,21.71752741548245,21.975209840810415,20.10977292544687,38.559620674356324,38.553914630275706,37.661214633143544,46.221688386998586,46.316260656240644,44.17825298791492,8.891173093454444,8.935833807266954,8.712105137639586,22.35347263939916,53.587131916638214,43.903362862520915,"Muradpur, Patna - BSPCB Patna Bihar",35,2020
65,74.83967613051617,74.36449516534789,74.20398406899001,225.81545664523344,226.92922721811146,225.21385053918502,16.39416609204019,17.852987759768677,17.235300266743543,27.517241100081108,27.535882123224052,27.204039919393704,27.634528935532185,27.763467166525537,27.322418311174008,34.19964584771429,34.202545623724106,34.27851331549433,17.234980355404943,27.203535696008363,27.351090817640376,"NSIT Dwarka, Delhi - CPCB",17,2020
66,24.929573490284607,24.943314599927223,24.630167597765364,48.75476216003717,48.75812455261274,48.4786252172234,8.040907226901284,8.041823115514392,3.8950707595542746,12.903642309788731,12.898148801694015,11.660010332357505,13.184785407051459,13.184626739109827,9.251815114019855,31.37274889029804,31.373677701674282,31.004537729435775,3.896394797036659,11.658128807958425,9.243943623612736,"Plammoodu, Thiruvananthapuram - Kerala PCB",36,2020
67,105.25505314247097,105.24081870985586,104.02772098012268,183.80223670196102,183.6709948563543,182.63112669278888,23.68309353640655,23.666531389504648,23.62584258256643,51.50317135866714,51.55984198083872,51.50314224351579,46.70161039607032,46.72769355290597,46.889497139816434,26.771990188730637,26.791461709022652,26.74249709048588,23.62584258256643,51.50797489263314,46.8865589252461,"Punjabi Bagh, Delhi - DPCC",37,2020
68,62.246566711068624,62.245621068939,61.94140886105632,113.1505610198201,113.15149454664348,112.09184703534424,21.14354694529961,21.080104265402888,21.221497564006196,14.693917779027434,14.696052179578293,14.392388433734958,33.41212879931362,33.298330223604566,33.70854710298004,23.319486162497775,24.55478259200914,24.375336215176894,23.471229096377744,15.002513791884883,25.55407665092837,"Railway Colony, Guwahati - APCB Guwahati Assam",18,2020
