site_id,site_name,timestamp,NO (µg/m³),NO_percentage,NO_flag,NO2 (µg/m³),NO2_flag,NO2_percentage,NOx (ppb),NOx_flag,NOx_percentage,original_40,Ozone (µg/m³),Ozone_flag,Ozone_percentage,PM10 (µg/m³),PM10_flag,PM10_percentage,PM2.5 (µg/m³),PM2.5_flag,PM25_percentage,year
site_5123,Sector-1 Noida,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018
site_5129,Bidhannagar Kolkata,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018
site_5238,Ballygunge Kolkata,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018
site_5247,T T Nagar Bhopal,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018
site_5248,Chhoti Gwaltoli Indore,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018
site_5346,Sikulpuikawn Aizawl Mizoram,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018
site_5395,Lodhi Road Delhi,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018
site_5503,Mangala Bilaspur,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018
site_5346,Sikulpuikawn Aizawl Mizoram,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2019
site_5395,Lodhi Road Delhi,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2019
site_5503,Mangala Bilaspur,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2019
site_5503,Mangala Bilaspur,35136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2020
site_168,Bandra Mumbai,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022
site_168,Bandra Mumbai,35040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023
site_1408,Talcher Coalfields Talcher,35040,0,0,0,0,0,0,0,0,0,1,102,0,0.29109589,0,0,0,0,0,0,2017
site_5042,Shasthri Nagar Ratlam IPCA,5856,0,0,0,0,0,0,415,0,7.086748634,0,0,0,0,399,0,6.81352459,393,0,6.711065574,2018
site_261,Airoli Navi Mumbai,35136,0,0,0,0,0,0,5972,0,16.99681239,0,0,0,0,5881,0,16.73781876,0,0,0,2020
site_104,Burari Crossing Delhi,35040,0,0,0,0,0,0,6371,0,18.18207763,0,0,0,0,6262,0,17.87100457,6314,0,18.01940639,2021
site_1433,Bandhavgar Colony Satna Birla,35040,0,0,0,0,0,0,12956,0,36.97488584,0,0,0,0,30541,1,87.16038813,24292,0,69.32648402,2018
site_5275,Phool Bagh Gwalior Mondelez Ind.,35136,0,0,0,0,0,0,16753,0,47.68044171,0,0,0,0,7048,0,20.05919854,9997,0,28.45229964,2020
site_1433,Bandhavgar Colony Satna Birla,35040,0,0,0,0,0,0,22570,0,64.41210046,0,0,0,0,32522,1,92.81392694,24531,0,70.00856164,2019
site_261,Airoli Navi Mumbai,35040,0,0,0,0,0,0,28070,1,80.10844749,0,0,0,0,26977,1,76.98915525,0,0,0,2019
site_261,Airoli Navi Mumbai,35040,0,0,0,0,0,0,31144,1,88.88127854,0,0,0,0,28425,1,81.12157534,0,0,0,2018
site_1433,Bandhavgar Colony Satna Birla,35040,0,0,0,0,0,0,32455,1,92.62271689,0,0,0,0,32066,1,91.51255708,32433,1,92.55993151,2021
site_1433,Bandhavgar Colony Satna Birla,35136,0,0,0,0,0,0,32939,1,93.74715392,0,0,0,0,32714,1,93.10678506,32488,1,92.46357013,2020
site_261,Airoli Navi Mumbai,35040,0,0,0,0,0,0,33454,1,95.47374429,0,0,0,0,32166,1,91.79794521,16088,0,45.91324201,2017
site_1400,Mahakaleshwar Temple Ujjain,35040,0,0,0,867,0,2.474315068,867,0,2.474315068,0,798,0,2.27739726,3684,0,10.51369863,3680,0,10.50228311,2017
site_5395,Lodhi Road Delhi,35136,0,0,0,3089,0,8.791552823,0,0,0,1,2997,0,8.529713115,3040,0,8.652094718,3045,0,8.666325137,2020
site_5395,Lodhi Road Delhi,35040,0,0,0,8406,0,23.98972603,0,0,0,1,776,0,2.214611872,4579,0,13.06792237,4698,0,13.40753425,2023
site_5274,GIDC Nandesari Nandesari Ind.,35040,0,0,0,10297,0,29.38641553,0,0,0,0,0,0,0,14390,0,41.0673516,14403,0,41.10445205,2023
site_5125,Hebbal 1st Stage Mysuru,35040,0,0,0,11200,0,31.96347032,11474,0,32.74543379,0,11405,0,32.54851598,11063,0,31.57248858,11159,0,31.84646119,2019
site_1554,Hebbal Bengaluru,23520,0,0,0,11445,0,48.66071429,0,0,0,0,11035,0,46.91751701,11674,0,49.63435374,11705,0,49.76615646,2018
site_5395,Lodhi Road Delhi,35040,0,0,0,16398,0,46.79794521,0,0,0,1,9589,0,27.36586758,15315,0,43.70719178,15461,0,44.12385845,2022
site_1554,Hebbal Bengaluru,35040,0,0,0,16449,0,46.94349315,0,0,0,0,28554,1,81.48972603,27809,1,79.36358447,28785,1,82.1489726,2022
site_5274,GIDC Nandesari Nandesari Ind.,35040,0,0,0,19883,0,56.74372146,0,0,0,0,0,0,0,19864,0,56.68949772,19814,0,56.54680365,2022
site_5395,Lodhi Road Delhi,35040,0,0,0,21096,0,60.20547945,0,0,0,1,19510,0,55.67922374,19229,0,54.87728311,19408,0,55.38812785,2021
site_5274,GIDC Nandesari Nandesari Ind.,35040,0,0,0,21164,0,60.39954338,0,0,0,0,0,0,0,22842,0,65.18835616,22938,0,65.46232877,2021
site_1554,Hebbal Bengaluru,35040,0,0,0,21824,0,62.28310502,0,0,0,0,29445,1,84.03253425,26854,1,76.63812785,26313,1,75.09417808,2023
site_5274,GIDC Nandesari Nandesari Ind.,35136,0,0,0,24349,0,69.29929417,0,0,0,0,0,0,0,24046,0,68.43693078,24035,0,68.40562386,2020
site_1401,Suryakiran Bhawan NCL Singrauli,35040,0,0,0,26831,1,76.57248858,0,0,0,0,26963,1,76.94920091,25641,0,73.17636986,26107,0,74.50627854,2019
site_5125,Hebbal 1st Stage Mysuru,35136,0,0,0,28308,1,80.56693989,28420,1,80.88570128,0,28274,1,80.47017304,24967,0,71.05817395,25030,0,71.23747723,2020
site_5125,Hebbal 1st Stage Mysuru,35040,0,0,0,28674,1,81.83219178,28953,1,82.62842466,0,28253,1,80.63070776,28398,1,81.04452055,28687,1,81.86929224,2021
site_1400,Mahakaleshwar Temple Ujjain,35040,0,0,0,29514,1,84.22945205,29515,1,84.23230594,0,29066,1,82.95091324,28459,1,81.21860731,28683,1,81.85787671,2023
site_1401,Suryakiran Bhawan NCL Singrauli,35136,0,0,0,29756,1,84.68806922,0,0,0,0,29984,1,85.33697632,29190,1,83.07718579,29627,1,84.32092441,2020
site_1554,Hebbal Bengaluru,35040,0,0,0,30498,1,87.03767123,0,0,0,0,31712,1,90.50228311,30767,1,87.8053653,30665,1,87.51426941,2021
site_1400,Mahakaleshwar Temple Ujjain,35040,0,0,0,31059,1,88.63869863,31102,1,88.76141553,0,31808,1,90.77625571,32923,1,93.95833333,29216,1,83.37899543,2022
site_1554,Hebbal Bengaluru,35040,0,0,0,31316,1,89.37214612,0,0,0,0,30840,1,88.01369863,32145,1,91.7380137,32053,1,91.47545662,2019
site_1554,Hebbal Bengaluru,35136,0,0,0,32124,1,91.42759563,0,0,0,0,29498,1,83.9537796,32999,1,93.91791894,32372,1,92.13342441,2020
site_5125,Hebbal 1st Stage Mysuru,35040,0,0,0,32584,1,92.99086758,32595,1,93.02226027,0,32554,1,92.90525114,32970,1,94.09246575,33230,1,94.83447489,2023
site_1400,Mahakaleshwar Temple Ujjain,35040,0,0,0,32759,1,93.4902968,32760,1,93.49315068,0,32404,1,92.47716895,33724,1,96.24429224,33649,1,96.03025114,2018
site_5125,Hebbal 1st Stage Mysuru,35040,0,0,0,32915,1,93.93550228,32923,1,93.95833333,0,32423,1,92.53139269,32899,1,93.88984018,33155,1,94.62043379,2022
site_1400,Mahakaleshwar Temple Ujjain,35040,0,0,0,32926,1,93.96689498,32926,1,93.96689498,0,32927,1,93.96974886,33589,1,95.85901826,33564,1,95.78767123,2019
site_1400,Mahakaleshwar Temple Ujjain,35040,0,0,0,33111,1,94.49486301,33196,1,94.73744292,0,33310,1,95.06278539,33685,1,96.13299087,33414,1,95.35958904,2021
site_1400,Mahakaleshwar Temple Ujjain,35136,0,0,0,33243,1,94.61236339,33244,1,94.61520947,0,33029,1,94.00330146,34000,1,96.76684882,33971,1,96.68431239,2020
site_1401,Suryakiran Bhawan NCL Singrauli,35040,0,0,0,33303,1,95.04280822,0,0,0,0,33610,1,95.91894977,29172,1,83.25342466,33245,1,94.87728311,2021
site_1401,Suryakiran Bhawan NCL Singrauli,35040,0,0,0,33365,1,95.21974886,0,0,0,0,32494,1,92.73401826,33989,1,97.00057078,34065,1,97.21746575,2018
site_1401,Suryakiran Bhawan NCL Singrauli,35040,0,0,0,33567,1,95.79623288,0,0,0,0,33607,1,95.91038813,30987,1,88.43321918,32889,1,93.86130137,2023
site_1401,Suryakiran Bhawan NCL Singrauli,35040,0,0,0,33636,1,95.99315068,0,0,0,0,33849,1,96.6010274,32445,1,92.59417808,33332,1,95.12557078,2022
site_1549,Hardev Nagar Bathinda,35040,8,0.02283105,0,28711,1,81.93778539,14,0,0.039954338,0,0,0,0,29967,1,85.52226027,29639,1,84.58618721,2022
site_5619,Kilambi Kanchipuram,35040,18,0.051369863,0,87,0,0.248287671,42,0,0.119863014,0,5122,0,14.61757991,5112,0,14.5890411,5068,0,14.46347032,2022
site_257,PWD Grounds Vijayawada,35136,21,0.05976776,0,21,0,0.05976776,21,0,0.05976776,0,0,0,0,0,0,0,3,0,0.008538251,2020
site_5025,NISE Gwal Pahari Gurugram,35040,87,0.248287671,0,88,0,0.251141553,88,0,0.251141553,0,92,0,0.262557078,33,0,0.094178082,72,0,0.205479452,2017
site_5655,Bhatagaon New ISBT Raipur,35040,94,0.26826484,0,95,0,0.271118721,95,0,0.271118721,0,95,0,0.271118721,95,0,0.271118721,95,0,0.271118721,2022
site_5657,Urja Nagar Korba,35040,187,0.533675799,0,187,0,0.533675799,187,0,0.533675799,0,187,0,0.533675799,176,0,0.502283105,0,0,0,2022
site_5041,Murthal Sonipat,35040,278,0.793378995,0,278,0,0.793378995,278,0,0.793378995,0,121,0,0.345319635,280,0,0.799086758,284,0,0.810502283,2018
site_5854,Residency Area Indore,35040,306,0.873287671,0,305,0,0.87043379,316,0,0.901826484,0,310,0,0.884703196,301,0,0.859018265,300,0,0.856164384,2023
site_5417,Pan Bazaar Guwahati,35136,326,0.927823315,0,326,0,0.927823315,326,0,0.927823315,0,327,0,0.930669399,325,0,0.924977231,325,0,0.924977231,2020
site_162,BTM Layout Bengaluru,35040,394,1.124429224,0,393,0,1.121575342,3659,0,10.4423516,0,1564,0,4.46347032,0,0,0,1723,0,4.917237443,2017
site_5619,Kilambi Kanchipuram,35040,429,1.224315068,0,1999,0,5.704908676,503,0,1.435502283,0,20649,0,58.92979452,21910,0,62.52853881,21625,0,61.71518265,2023
site_1406,Secretariat Amaravati,35040,468,1.335616438,0,487,0,1.389840183,487,0,1.389840183,0,485,0,1.38413242,3307,0,9.437785388,3294,0,9.400684932,2017
site_5262,Rajbansi Nagar Patna,35040,506,1.444063927,0,506,0,1.444063927,507,0,1.446917808,0,679,0,1.937785388,654,0,1.866438356,675,0,1.926369863,2019
site_5856,Maguda Nagar Indore,35040,514,1.466894977,0,514,0,1.466894977,514,0,1.466894977,0,514,0,1.466894977,488,0,1.392694064,491,0,1.401255708,2023
site_5606,Keelapalur Ariyalur,35040,545,1.555365297,0,1063,0,3.033675799,1039,0,2.965182648,0,0,0,0,1048,0,2.99086758,982,0,2.802511416,2022
site_5653,Siltara Phase-II Raipur,35040,592,1.689497717,0,592,0,1.689497717,592,0,1.689497717,0,597,0,1.703767123,570,0,1.626712329,585,0,1.669520548,2022
site_5654,Krishak Nagar Raipur,35040,649,1.85216895,0,649,0,1.85216895,649,0,1.85216895,0,650,0,1.855022831,650,0,1.855022831,650,0,1.855022831,2022
site_5652,AIIMS Raipur,35040,653,1.863584475,0,638,0,1.820776256,648,0,1.849315068,0,653,0,1.863584475,563,0,1.60673516,563,0,1.60673516,2022
site_5659,Hathkhoj Bhilai,35040,671,1.914954338,0,671,0,1.914954338,671,0,1.914954338,0,671,0,1.914954338,653,0,1.863584475,649,0,1.85216895,2022
site_5660,32Bungalows Bhilai,35040,672,1.917808219,0,672,0,1.917808219,672,0,1.917808219,0,672,0,1.917808219,672,0,1.917808219,672,0,1.917808219,2022
site_5656,Rampur Korba,35040,673,1.9206621,0,673,0,1.9206621,673,0,1.9206621,0,191,0,0.545091324,653,0,1.863584475,653,0,1.863584475,2022
site_5261,Muradpur Patna,35040,685,1.954908676,0,689,0,1.966324201,688,0,1.96347032,0,686,0,1.957762557,686,0,1.957762557,684,0,1.952054795,2019
site_5263,Samanpura Patna,35040,688,1.96347032,0,688,0,1.96347032,690,0,1.969178082,0,687,0,1.960616438,686,0,1.957762557,684,0,1.952054795,2019
site_5543,DM Office Kachari Chowk Bhagalpur,35040,3546,10.11986301,0,3560,0,10.15981735,3563,0,10.168379,0,3411,0,9.73458904,3532,0,10.07990868,3526,0,10.06278539,2021
site_5665,Gangineni Cheruvu Chittoor,35040,3581,10.21974886,0,3642,0,10.39383562,3697,0,10.55079909,0,3685,0,10.51655251,2295,0,6.549657534,2306,0,6.581050228,2022
site_5553,Chitragupta Nagar Siwan,35040,3582,10.22260274,0,3500,0,9.98858447,3502,0,9.99429224,0,3625,0,10.34531963,3484,0,9.94292237,3484,0,9.94292237,2021
site_1390,Moti Doongri Alwar,35040,3662,10.45091324,0,3682,0,10.50799087,2611,0,7.451484018,0,2616,0,7.465753425,2445,0,6.977739726,1963,0,5.60216895,2017
site_1395,Indira Colony Vistar Pali,35040,3691,10.5336758,0,3685,0,10.51655251,1015,0,2.896689498,0,3653,0,10.42522831,3673,0,10.48230594,3657,0,10.43664384,2017
site_5963,Sewri Mumbai,35040,3767,10.75057078,0,3838,0,10.95319635,3859,0,11.01312785,0,3684,0,10.51369863,3737,0,10.66495434,3729,0,10.64212329,2023
site_5478,Gandak Colony Motihari,35040,3936,11.23287671,0,4471,0,12.7597032,4470,0,12.75684932,0,4439,0,12.668379,4517,0,12.89098174,4508,0,12.8652968,2021
site_252,Plammoodu Thiruvananthapuram Kerala,35040,3990,11.3869863,0,4089,0,11.66952055,9314,0,26.58105023,1,4075,0,11.62956621,6492,0,18.52739726,6112,0,17.44292237,2017
site_5490,Town Hall Munger,35040,4065,11.6010274,0,4570,0,13.04223744,4570,0,13.04223744,0,4011,0,11.44691781,3509,0,10.01426941,3238,0,9.24086758,2021
site_5401,Sector-19A Nerul Navi Mumbai,35136,4098,11.66325137,0,4097,0,11.66040528,4104,0,11.68032787,0,3987,0,11.34733607,3823,0,10.88057832,4043,0,11.50671676,2020
site_5365,Kodungaiyur Chennai,35136,4215,11.99624317,0,4329,0,12.32069672,4329,0,12.32069672,0,3689,0,10.4992031,4240,0,12.06739526,3731,0,10.61873862,2020
site_5393,Chandni Chowk Delhi,35136,4235,12.05316485,0,4228,0,12.03324226,4253,0,12.10439435,0,4274,0,12.16416211,4127,0,11.7457878,4195,0,11.93932149,2020
site_5364,Royapuram Chennai,35136,4278,12.17554645,0,4552,0,12.95537341,4548,0,12.94398907,0,2419,0,6.884676685,4620,0,13.1489071,4486,0,12.76753188,2020
site_136,Collectorate Jodhpur,29184,3554,12.1779057,0,3519,0,12.05797697,5693,0,19.50726425,0,4512,0,15.46052632,3610,0,12.36979167,5628,0,19.28453947,2017
site_292,Karve Road Pune,35040,4289,12.2402968,0,8982,0,25.63356164,4868,0,13.89269406,0,4165,0,11.88641553,4245,0,12.11472603,4369,0,12.46860731,2022
site_5961,Shivaji Nagar Mumbai,35040,4362,12.44863014,0,4365,0,12.45719178,4372,0,12.47716895,0,4286,0,12.23173516,4361,0,12.44577626,4368,0,12.46575342,2023
site_166,Sanegurava Halli Bengaluru,35040,4421,12.61700913,0,4429,0,12.63984018,9163,0,26.15011416,0,0,0,0,5760,0,16.43835616,0,0,0,2017
site_5481,D M Colony Bihar Sharif,35040,4436,12.65981735,0,4458,0,12.72260274,4458,0,12.72260274,0,825,0,2.354452055,3994,0,11.39840183,4122,0,11.76369863,2021
site_5605,Crescent University Chengalpattu,35040,4464,12.73972603,0,4456,0,12.71689498,4462,0,12.73401826,0,4491,0,12.81678082,3849,0,10.98458904,3749,0,10.69920091,2022
site_5402,Malad West Mumbai,35136,4477,12.74191712,0,4479,0,12.74760929,4479,0,12.74760929,0,4578,0,13.02937158,4046,0,11.51525501,4353,0,12.38900273,2020
site_5964,Ghatkopar Mumbai,35040,4473,12.76541096,0,4501,0,12.84531963,4501,0,12.84531963,0,2651,0,7.565639269,4163,0,11.88070776,4152,0,11.84931507,2023
site_5666,Vaikuntapuram Tirupati,35040,4476,12.7739726,0,4476,0,12.7739726,4476,0,12.7739726,0,4432,0,12.64840183,4453,0,12.70833333,4453,0,12.70833333,2022
site_5396,Deonar Mumbai,35136,4502,12.81306922,0,4504,0,12.81876138,4503,0,12.8159153,0,4497,0,12.7988388,4412,0,12.55692168,4414,0,12.56261384,2020
site_5398,Navy Nagar-Colaba Mumbai,35136,4563,12.98668033,0,4564,0,12.98952641,4559,0,12.97529599,0,4564,0,12.98952641,4575,0,13.02083333,4574,0,13.01798725,2020
site_5124,Urban Chamarajanagar,35136,4573,13.01514117,0,5261,0,14.97324681,5349,0,15.22370219,0,8157,0,23.21550546,5386,0,15.32900729,5393,0,15.34892987,2020
site_5400,Borivali East Mumbai,35136,4577,13.0265255,0,4577,0,13.0265255,4574,0,13.01798725,0,4218,0,12.00478142,4568,0,13.00091075,4264,0,12.13570128,2020
site_5024,Alipur Delhi,35040,4607,13.14783105,0,4590,0,13.09931507,4594,0,13.11073059,0,4624,0,13.19634703,4782,0,13.64726027,4341,0,12.38869863,2018
site_5392,Bandra Kurla Complex Mumbai,35136,4625,13.16313752,0,4622,0,13.15459927,4622,0,13.15459927,0,4597,0,13.08344718,4605,0,13.10621585,4611,0,13.12329235,2020
site_5394,Mazgaon Mumbai,35136,4748,13.51320583,0,4736,0,13.47905282,4747,0,13.51035974,0,4753,0,13.52743625,4393,0,12.50284608,4384,0,12.47723133,2020
site_5960,Byculla Mumbai,35040,4760,13.58447489,0,4897,0,13.97545662,4897,0,13.97545662,0,4776,0,13.63013699,4899,0,13.98116438,4899,0,13.98116438,2023
site_5537,Employment Office Moradabad,35040,4792,13.67579909,0,4792,0,13.67579909,4852,0,13.84703196,0,4640,0,13.24200913,4479,0,12.78253425,4673,0,13.33618721,2021
site_296,Rabindra Bharati University Kolkata,35040,4863,13.87842466,0,4879,0,13.92408676,4902,0,13.98972603,0,5032,0,14.36073059,4952,0,14.13242009,5019,0,14.32363014,2018
site_5623,PSG College of Arts and Science Coimbatore,35040,4872,13.90410959,0,5664,0,16.16438356,5661,0,16.15582192,0,3355,0,9.57477169,1552,0,4.429223744,1342,0,3.829908676,2022
site_5377,Kunjaban Agartala Tripura,35136,5000,14.23041894,0,5000,0,14.23041894,5000,0,14.23041894,0,5001,0,14.23326503,4821,0,13.72096995,4782,0,13.60997268,2020
site_5479,MIT-Daudpur Kothi Muzaffarpur,35040,5235,14.94006849,0,5344,0,15.25114155,5350,0,15.26826484,0,5631,0,16.07020548,4869,0,13.89554795,2307,0,6.58390411,2021
site_5939,Hakimapada Angul,35040,5266,15.02853881,0,6101,0,17.41152968,6159,0,17.57705479,0,6079,0,17.34874429,6162,0,17.58561644,6156,0,17.56849315,2023
site_105,North Campus DU Delhi,35040,5299,15.12271689,0,5299,0,15.12271689,9154,0,26.12442922,0,8112,0,23.15068493,6190,0,17.66552511,6270,0,17.89383562,2017
site_5476,Kamalnath Nagar Bettiah,35040,5359,15.29394977,0,5468,0,15.60502283,5466,0,15.59931507,0,5350,0,15.26826484,4759,0,13.581621,2786,0,7.950913242,2021
site_5664,Science Center Surat,35040,5577,15.91609589,0,5570,0,15.89611872,5595,0,15.96746575,0,0,0,0,4815,0,13.74143836,4538,0,12.95091324,2022
site_5941,CDA Area Cuttack,35040,5577,15.91609589,0,5611,0,16.01312785,5614,0,16.0216895,0,5669,0,16.17865297,5763,0,16.44691781,5659,0,16.15011416,2023
site_5938,Forest Office Barbil,35040,5587,15.9446347,0,5930,0,16.92351598,5936,0,16.94063927,0,6187,0,17.65696347,6260,0,17.8652968,6202,0,17.69977169,2023
site_5271,Palayam Kozhikode Kerala,35040,5697,16.25856164,0,5692,0,16.24429224,5752,0,16.41552511,0,5723,0,16.33276256,5751,0,16.41267123,5755,0,16.42408676,2023
site_5661,Maharaj Bada Gwalior,35040,5773,16.47545662,0,5917,0,16.88641553,5921,0,16.89783105,0,5230,0,14.92579909,5898,0,16.83219178,5636,0,16.08447489,2022
site_5940,Lingraj Mandir Bhubaneswar,35040,5838,16.6609589,0,5883,0,16.78938356,5891,0,16.81221461,0,5940,0,16.95205479,6042,0,17.24315068,6064,0,17.30593607,2023
site_5942,Ferro Chrome Colony Byasanagar,35040,5878,16.77511416,0,5984,0,17.07762557,5993,0,17.1033105,0,5972,0,17.043379,5925,0,16.90924658,5878,0,16.77511416,2023
site_5624,Bombay Castel Ooty,35040,5879,16.77796804,0,7789,0,22.22888128,6505,0,18.56449772,0,10782,0,30.77054795,10149,0,28.9640411,9953,0,28.40468037,2022
site_107,Pusa Delhi,35040,5972,17.043379,0,6553,0,18.70148402,9208,0,26.27853881,1,7474,0,21.32990868,6238,0,17.80251142,6940,0,19.80593607,2017
site_5943,Patia Bhubaneswar,35040,6017,17.17180365,0,6017,0,17.17180365,6016,0,17.16894977,0,6053,0,17.27454338,6122,0,17.47146119,6156,0,17.56849315,2023
site_5040,Shrivastav Colony Damoh,5856,1006,17.17896175,0,1105,0,18.86953552,1125,0,19.21106557,0,0,0,0,962,0,16.42759563,1117,0,19.07445355,2018
site_299,Sidhu Kanhu Indoor Stadium Durgapur,11712,2015,17.2045765,0,2018,0,17.23019126,1595,0,13.61851093,0,574,0,4.900956284,1776,0,15.16393443,1537,0,13.12329235,2020
site_5023,Anand Vihar Hapur,35040,6029,17.20605023,0,6084,0,17.3630137,6094,0,17.39155251,0,7075,0,20.19121005,7106,0,20.27968037,7323,0,20.8989726,2018
site_276,Nehru Nagar Kanpur,35040,6055,17.28025114,0,6589,0,18.80422374,6868,0,19.60045662,0,33121,1,94.52340183,32157,1,91.77226027,32385,1,92.42294521,2022
site_5827,Kalakusuma Dhanbad,5856,1015,17.33265027,0,1015,0,17.33265027,1015,0,17.33265027,0,1015,0,17.33265027,1015,0,17.33265027,850,0,14.51502732,2023
site_5608,Mendonsa Colony Dindigul,35040,6084,17.3630137,0,5850,0,16.69520548,6084,0,17.3630137,0,3851,0,10.9902968,5073,0,14.47773973,5395,0,15.3966895,2022
site_5662,Civil Lines Sagar,35040,6094,17.39155251,0,6094,0,17.39155251,6094,0,17.39155251,0,6097,0,17.40011416,6283,0,17.93093607,6129,0,17.49143836,2022
site_303,Opp GPO Civil Lines Nagpur,35040,6174,17.61986301,0,6234,0,17.79109589,6876,0,19.62328767,0,6276,0,17.9109589,6439,0,18.37614155,6357,0,18.14212329,2017
site_1398,Lajpat Nagar Moradabad,35040,6231,17.78253425,0,6248,0,17.83105023,6739,0,19.23230594,0,6052,0,17.2716895,6705,0,19.13527397,9594,0,27.38013699,2017
site_5477,Town Hall Lal Bagh Darbhanga,35040,6248,17.83105023,0,6469,0,18.46175799,6555,0,18.70719178,0,6469,0,18.46175799,5117,0,14.6033105,6174,0,17.61986301,2021
site_5406,Bhosari Pune,23328,4191,17.96553498,0,4199,0,17.99982853,4196,0,17.98696845,0,8932,0,38.28875171,8756,0,37.53429355,8822,0,37.81721536,2022
site_5937,Kalidaspur Balasore,35040,6370,18.17922374,0,6390,0,18.23630137,6388,0,18.23059361,0,6425,0,18.33618721,6371,0,18.18207763,6537,0,18.65582192,2023
site_5406,Bhosari Pune,5856,1076,18.37431694,0,1075,0,18.35724044,1077,0,18.39139344,0,2761,0,47.14822404,2763,0,47.18237705,2764,0,47.19945355,2020
site_302,Solapur Solapur,35040,6695,19.10673516,0,33569,1,95.80194064,33265,1,94.93436073,0,33772,1,96.38127854,33528,1,95.68493151,33736,1,96.27853881,2023
site_5275,Phool Bagh Gwalior Mondelez Ind.,35040,6777,19.34075342,0,230,0,0.656392694,8918,0,25.45091324,0,0,0,0,10899,0,31.10445205,8846,0,25.24543379,2021
site_5390,Corporation Ground Thrissur Kerala,35136,6915,19.6806694,0,7330,0,20.86179417,7331,0,20.86464026,0,7382,0,21.00979053,7337,0,20.88171676,7370,0,20.97563752,2020
site_5622,Sona College of Technology Salem,35040,6977,19.91152968,0,6746,0,19.25228311,7015,0,20.01997717,0,7024,0,20.0456621,6770,0,19.32077626,6330,0,18.06506849,2022
site_1398,Lajpat Nagar Moradabad,35040,706,2.014840183,0,709,0,2.023401826,715,0,2.040525114,0,703,0,2.006278539,735,0,2.09760274,694,0,1.980593607,2022
site_5630,St Joseph College Tiruchirappalli,35040,743,2.12043379,0,743,0,2.12043379,743,0,2.12043379,0,0,0,0,743,0,2.12043379,743,0,2.12043379,2023
site_254,Tata Stadium Jorapokhar,35040,825,2.354452055,0,826,0,2.357305936,0,0,0,0,2052,0,5.856164384,3010,0,8.590182648,0,0,0,2022
site_5669,Central Academy for SFS Byrnihat,35040,838,2.391552511,0,804,0,2.294520548,844,0,2.408675799,0,702,0,2.003424658,680,0,1.940639269,690,0,1.969178082,2022
site_1404,Bhopal Chauraha Dewas,35040,876,2.5,0,885,0,2.525684932,886,0,2.528538813,0,877,0,2.502853881,3836,0,10.94748858,3835,0,10.9446347,2017
site_1402,Sector-2 Industrial Area Pithampur,35040,878,2.505707763,0,870,0,2.482876712,878,0,2.505707763,0,846,0,2.414383562,3845,0,10.97317352,3691,0,10.5336758,2017
site_5477,Town Hall Lal Bagh Darbhanga,35040,974,2.779680365,0,1149,0,3.279109589,1137,0,3.244863014,0,1222,0,3.487442922,1052,0,3.002283105,1024,0,2.922374429,2023
site_5363,Perungudi Chennai,35136,984,2.800546448,0,1052,0,2.994080146,1052,0,2.994080146,0,187,0,0.532217668,1078,0,3.068078324,1078,0,3.068078324,2020
site_5855,Regional Park Indore,35040,987,2.816780822,0,987,0,2.816780822,990,0,2.825342466,0,990,0,2.825342466,717,0,2.046232877,970,0,2.76826484,2023
site_5124,Urban Chamarajanagar,35040,991,2.828196347,0,992,0,2.831050228,992,0,2.831050228,0,658,0,1.877853881,991,0,2.828196347,995,0,2.839611872,2019
site_109,Lodhi Road Delhi,35040,7041,20.09417808,0,7335,0,20.93321918,9099,0,25.96746575,0,7220,0,20.60502283,7091,0,20.23687215,7176,0,20.47945205,2017
site_1551,Tamaka Ind. Area Kolar,35040,7108,20.28538813,0,11460,0,32.70547945,11505,0,32.83390411,1,10937,0,31.21289954,10917,0,31.15582192,5350,0,15.26826484,2022
site_5415,Diwator Nagar Koppal,5856,1188,20.28688525,0,1190,0,20.32103825,1191,0,20.33811475,0,1152,0,19.67213115,1243,0,21.2260929,1227,0,20.95286885,2020
site_5257,Pallavpuram Phase 2 Meerut,35040,7148,20.39954338,0,7059,0,20.14554795,7094,0,20.24543379,0,7082,0,20.21118721,7049,0,20.11700913,7079,0,20.20262557,2019
