site_id,site_name,timestamp,NO (µg/m³),NO_percentage,NO_flag,NO2 (µg/m³),NO2_flag,NO2_percentage,NOx (ppb),NOx_flag,NOx_percentage,original_40,Ozone (µg/m³),Ozone_flag,Ozone_percentage,PM10 (µg/m³),PM10_flag,PM10_percentage,PM2.5 (µg/m³),PM2.5_flag,PM25_percentage,year
site_273,Ardhali Bazar Varanasi,35040,27863,79.51769406,1,27894,1,79.60616438,28660,1,81.79223744,0,27910,1,79.65182648,24978,0,71.28424658,29533,1,84.2836758,2017
site_162,BTM Layout Bengaluru,35040,27867,79.52910959,1,27869,1,79.53481735,27867,1,79.52910959,0,32210,1,91.92351598,30083,1,85.8533105,30156,1,86.06164384,2022
site_5111,Jadavpur Kolkata,35040,27876,79.55479452,1,27596,1,78.75570776,27924,1,79.69178082,0,27048,1,77.19178082,27990,1,79.88013699,27969,1,79.82020548,2021
site_162,BTM Layout Bengaluru,35040,27881,79.56906393,1,28001,1,79.91152968,28141,1,80.31107306,0,29612,1,84.50913242,0,0,0,28668,1,81.81506849,2018
site_5054,Huda Sector Fatehabad,35040,27883,79.57477169,1,28149,1,80.33390411,28151,1,80.33961187,0,27980,1,79.85159817,28144,1,80.3196347,28152,1,80.34246575,2022
site_5270,Vyttila Kochi Kerala,35040,27891,79.59760274,1,29171,1,83.25057078,30337,1,86.57819635,0,29384,1,83.85844749,29229,1,83.41609589,28580,1,81.56392694,2022
site_1558,Silk Board Bengaluru,35040,27893,79.6033105,1,29536,1,84.29223744,29563,1,84.36929224,0,28038,1,80.01712329,30149,1,86.04166667,30178,1,86.12442922,2019
site_5335,Govt. High School Shikarpur Patna,35040,27899,79.62043379,1,27834,1,79.43493151,29187,1,83.29623288,0,27584,1,78.72146119,27906,1,79.64041096,27533,1,78.57591324,2021
site_1394,Shrinath Puram Kota,35040,27913,79.66038813,1,27942,1,79.74315068,28085,1,80.15125571,0,28186,1,80.43949772,28125,1,80.26541096,28200,1,80.47945205,2023
site_306,Manali Chennai,35040,27917,79.67180365,1,28479,1,81.27568493,31820,1,90.81050228,0,0,0,0,0,0,0,28383,1,81.00171233,2017
site_294,Sanathnagar Hyderabad,35040,27926,79.69748858,1,32216,1,91.94063927,32891,1,93.86700913,0,33107,1,94.48344749,0,0,0,33741,1,96.29280822,2022
site_5254,Collector Office Yadgir,35040,27927,79.70034247,1,27946,1,79.75456621,27940,1,79.73744292,0,28404,1,81.06164384,30354,1,86.62671233,30498,1,87.03767123,2023
site_5401,Sector-19A Nerul Navi Mumbai,35040,27927,79.70034247,1,28314,1,80.80479452,28335,1,80.86472603,0,29461,1,84.07819635,28205,1,80.49372146,28295,1,80.75057078,2022
site_5458,GIFT City Gandhinagar,35040,27947,79.75742009,1,27953,1,79.77454338,28579,1,81.56107306,0,29307,1,83.63869863,28279,1,80.70490868,29481,1,84.13527397,2023
site_5107,Chhatrapati Shivaji Intl. Airport (T2) Mumbai,35136,28046,79.82126594,1,25674,0,73.07035519,28026,1,79.76434426,1,29522,1,84.02208561,30631,1,87.17839253,26681,1,75.93636157,2020
site_5713,Khatikan Mohalla Dausa,35040,27971,79.82591324,1,28026,1,79.98287671,28065,1,80.09417808,0,27866,1,79.52625571,27897,1,79.61472603,27818,1,79.38926941,2023
site_5122,Sector-116 Noida,35136,28061,79.86395719,1,31100,1,88.51320583,31472,1,89.571949,0,31484,1,89.606102,30072,1,85.58743169,27138,1,77.23702186,2020
site_163,Peenya Bengaluru,35040,27987,79.87157534,1,27952,1,79.7716895,28026,1,79.98287671,0,26724,1,76.26712329,25144,0,71.75799087,25038,0,71.45547945,2023
site_5404,Mhada Colony Pune,35040,27987,79.87157534,1,27990,1,79.88013699,28003,1,79.91723744,0,27635,1,78.86700913,28259,1,80.64783105,28302,1,80.77054795,2023
site_301,Anand Vihar Delhi,35040,27994,79.89155251,1,28557,1,81.49828767,28151,1,80.33961187,0,30238,1,86.2956621,30660,1,87.5,30763,1,87.79394977,2023
site_5331,Kariavattom Thiruvananthapuram Kerala,35040,28009,79.93436073,1,28014,1,79.94863014,28384,1,81.00456621,0,27993,1,79.88869863,27830,1,79.42351598,27810,1,79.36643836,2023
site_254,Tata Stadium Jorapokhar,35040,3093,8.827054795,0,3044,0,8.687214612,0,0,0,0,7738,0,22.08333333,7697,0,21.9663242,0,0,0,2021
site_5673,Tata Township Bileipada,35040,3103,8.855593607,0,3122,0,8.909817352,3161,0,9.021118721,0,2899,0,8.273401826,3433,0,9.79737443,3304,0,9.429223744,2022
site_5677,Barsua Iron Ore Mines Tensa,35040,3136,8.949771689,0,3134,0,8.944063927,3134,0,8.944063927,0,3155,0,9.003995434,3222,0,9.195205479,3328,0,9.497716895,2022
site_5122,Sector-116 Noida,35040,28038,80.01712329,1,29470,1,84.10388128,29459,1,84.07248858,0,27558,1,78.64726027,33192,1,94.7260274,33442,1,95.43949772,2022
site_165,City Railway Station Bengaluru,35040,28088,80.15981735,1,28509,1,81.36130137,29263,1,83.51312785,0,0,0,0,28504,1,81.34703196,0,0,0,2023
site_255,RIMT University Mandi Gobindgarh,35040,28115,80.23687215,1,28133,1,80.28824201,28136,1,80.29680365,0,27934,1,79.72031963,29871,1,85.24828767,29961,1,85.50513699,2022
site_5552,DM Office Kasipur Samastipur,35040,28131,80.28253425,1,29341,1,83.73573059,29754,1,84.91438356,0,30445,1,86.88641553,27481,1,78.42751142,28210,1,80.50799087,2023
site_5367,Meelavittan Thoothukudi,35040,28142,80.31392694,1,33069,1,94.375,33078,1,94.40068493,0,19315,0,55.12271689,33854,1,96.6152968,0,0,0,2023
site_5272,Kacheripady Ernakulam Kerala,35136,28220,80.31648452,1,22779,0,64.83094262,28527,1,81.19023224,0,0,0,0,27752,1,78.9845173,26943,1,76.68203552,2020
site_5047,H.B. Colony Bhiwani,35040,28145,80.32248858,1,28215,1,80.52226027,28177,1,80.41381279,0,28179,1,80.41952055,26960,1,76.94063927,26955,1,76.92636986,2022
site_1550,New Mandi Muzaffarnagar,35040,28167,80.38527397,1,28318,1,80.81621005,28353,1,80.91609589,0,30084,1,85.85616438,31181,1,88.98687215,29657,1,84.63755708,2022
site_5365,Kodungaiyur Chennai,35040,28177,80.41381279,1,33538,1,95.71347032,33638,1,95.99885845,0,32808,1,93.63013699,29968,1,85.52511416,27004,1,77.06621005,2021
site_262,Central University Hyderabad,35040,28197,80.47089041,1,30025,1,85.68778539,30092,1,85.87899543,0,28118,1,80.24543379,29777,1,84.98002283,30146,1,86.03310502,2023
site_5399,Chakala-Andheri East Mumbai,35040,28216,80.52511416,1,28072,1,80.11415525,28272,1,80.68493151,0,26752,1,76.34703196,29203,1,83.34189498,29305,1,83.63299087,2021
site_5339,Mini Secretariat Charkhi Dadri,35040,28217,80.52796804,1,30554,1,87.19748858,32536,1,92.85388128,0,32064,1,91.50684932,30529,1,87.12614155,30172,1,86.10730594,2022
site_199,Bollaram Industrial Area Hyderabad,35136,28304,80.55555556,1,31600,1,89.93624772,31768,1,90.4143898,0,31027,1,88.30544171,31418,1,89.41826047,31464,1,89.54918033,2020
site_254,Tata Stadium Jorapokhar,35040,28240,80.59360731,1,28233,1,80.57363014,0,0,0,0,27525,1,78.55308219,26357,1,75.21974886,19242,0,54.91438356,2019
site_260,GVM Corporation Visakhapatnam,35040,28248,80.61643836,1,28279,1,80.70490868,28331,1,80.8533105,1,27710,1,79.08105023,27386,1,78.15639269,27646,1,78.89840183,2019
site_5072,Rishi Nagar Kaithal,35136,28329,80.62670765,1,28700,1,81.68260474,29003,1,82.54496812,0,28882,1,82.20059199,28481,1,81.05931239,28534,1,81.21015483,2020
site_5072,Rishi Nagar Kaithal,35040,28261,80.65353881,1,29727,1,84.83732877,30470,1,86.95776256,0,28900,1,82.47716895,27969,1,79.82020548,27992,1,79.88584475,2022
site_5547,SDM Office Khagra Kishanganj,35040,28270,80.67922374,1,30113,1,85.93892694,28975,1,82.69121005,0,32019,1,91.37842466,31134,1,88.85273973,30951,1,88.33047945,2023
site_144,Vasundhara Ghaziabad,35040,28273,80.68778539,1,29407,1,83.92408676,29618,1,84.52625571,0,25350,0,72.34589041,30014,1,85.65639269,30144,1,86.02739726,2022
site_273,Ardhali Bazar Varanasi,35136,28358,80.70924408,1,28897,1,82.24328324,28954,1,82.40551002,0,33506,1,95.36088342,13665,0,38.89173497,27859,1,79.28904827,2020
site_253,Punjab Agricultural University Ludhiana,35040,28294,80.74771689,1,28216,1,80.52511416,28496,1,81.32420091,0,28483,1,81.28710046,28156,1,80.35388128,28522,1,81.39840183,2021
site_1429,Nehru Nagar Delhi,35040,28294,80.74771689,1,28774,1,82.11757991,28900,1,82.47716895,0,31935,1,91.13869863,33922,1,96.80936073,33874,1,96.67237443,2021
site_5065,GIDC Ankleshwar,35040,28299,80.7619863,1,28502,1,81.3413242,28464,1,81.23287671,1,30188,1,86.15296804,29652,1,84.62328767,29592,1,84.45205479,2023
site_1557,Chikkaballapur Rural Chikkaballapur,35040,28320,80.82191781,1,28600,1,81.62100457,28684,1,81.86073059,0,28254,1,80.63356164,28055,1,80.06563927,27989,1,79.87728311,2019
site_147,MD University Rohtak,35040,28341,80.88184932,1,28393,1,81.03025114,34226,1,97.67694064,0,26100,0,74.48630137,0,0,0,33617,1,95.93892694,2019
site_276,Nehru Nagar Kanpur,35040,28343,80.88755708,1,29117,1,83.09646119,29180,1,83.27625571,0,31581,1,90.12842466,10818,0,30.87328767,31954,1,91.19292237,2021
site_260,GVM Corporation Visakhapatnam,35040,28349,80.90468037,1,28351,1,80.91038813,28448,1,81.18721461,1,26052,0,74.34931507,28249,1,80.61929224,28323,1,80.83047945,2023
site_1393,Adarsh Nagar Jaipur,35040,28349,80.90468037,1,28394,1,81.03310502,28414,1,81.09018265,0,28484,1,81.28995434,28526,1,81.40981735,28726,1,81.98059361,2019
site_153,Sector 125 Noida,35040,28349,80.90468037,1,30586,1,87.28881279,31250,1,89.18378995,0,29374,1,83.82990868,31165,1,88.94121005,30792,1,87.87671233,2022
site_5547,SDM Office Khagra Kishanganj,35040,28376,80.98173516,1,30605,1,87.34303653,30730,1,87.69977169,0,31048,1,88.60730594,29366,1,83.80707763,29126,1,83.12214612,2022
site_1549,Hardev Nagar Bathinda,35040,28388,81.01598174,1,29632,1,84.56621005,28907,1,82.49714612,0,0,0,0,26898,1,76.76369863,29100,1,83.04794521,2023
site_5124,Urban Chamarajanagar,35040,28392,81.02739726,1,28413,1,81.08732877,28812,1,82.2260274,0,28199,1,80.47659817,26895,1,76.75513699,26737,1,76.30422374,2021
site_164,BWSSB Kadabesanahalli Bengaluru,35136,28481,81.05931239,1,29606,1,84.26115665,29635,1,84.34369308,1,27432,1,78.07377049,1314,0,3.739754098,26635,1,75.80544171,2020
site_5112,Powai Mumbai,35040,28423,81.11586758,1,29114,1,83.08789954,29269,1,83.53025114,0,26598,1,75.90753425,27094,1,77.32305936,30131,1,85.9902968,2022
site_5409,Revenue Colony-Shivajinagar Pune,35040,28424,81.11872146,1,28476,1,81.26712329,28423,1,81.11586758,0,28466,1,81.23858447,28316,1,80.81050228,28322,1,80.82762557,2023
site_5023,Anand Vihar Hapur,35040,28433,81.14440639,1,21978,0,62.72260274,28586,1,81.58105023,0,23245,0,66.33847032,29515,1,84.23230594,27727,1,79.12956621,2021
site_5055,General Hospital Mandikhera,35040,28453,81.20148402,1,28090,1,80.16552511,28457,1,81.21289954,0,28364,1,80.94748858,27445,1,78.32477169,20849,0,59.50057078,2019
site_5067,Phase-4 GIDC Vatva,35040,28454,81.2043379,1,29084,1,83.00228311,29048,1,82.89954338,0,29104,1,83.05936073,29497,1,84.18093607,28769,1,82.1033105,2019
site_5598,Somajiguda Hyderabad,35040,28458,81.21575342,1,28445,1,81.17865297,28310,1,80.793379,0,27906,1,79.64041096,28275,1,80.69349315,28242,1,80.59931507,2023
site_5126,Rabindra Sarobar Kolkata,35040,28468,81.24429224,1,28378,1,80.98744292,28487,1,81.29851598,0,32826,1,93.68150685,33607,1,95.91038813,33592,1,95.86757991,2021
site_5394,Mazgaon Mumbai,35040,28477,81.26997717,1,28978,1,82.69977169,28927,1,82.55422374,0,30949,1,88.32477169,30366,1,86.6609589,30506,1,87.06050228,2023
site_5413,Mulund West Mumbai,35040,28484,81.28995434,1,28526,1,81.40981735,28527,1,81.41267123,0,21313,0,60.82477169,25431,0,72.57705479,29473,1,84.11244292,2023
site_5068,Sahilara Maihar KJS,35040,28485,81.29280822,1,30613,1,87.36586758,30457,1,86.9206621,0,0,0,0,26933,1,76.86358447,26220,0,74.82876712,2019
site_5365,Kodungaiyur Chennai,35040,28497,81.32705479,1,29948,1,85.46803653,29947,1,85.46518265,0,29158,1,83.21347032,28768,1,82.10045662,29666,1,84.66324201,2023
site_5595,New Malakpet Hyderabad,35040,28499,81.33276256,1,28499,1,81.33276256,28387,1,81.01312785,0,28508,1,81.35844749,28818,1,82.24315068,28916,1,82.52283105,2023
site_5044,Municipal Corporation Office Dharuhera,35040,28504,81.34703196,1,28603,1,81.62956621,29611,1,84.50627854,0,28777,1,82.12614155,28036,1,80.01141553,28087,1,80.15696347,2021
site_159,Collectorate Gaya,35040,28575,81.54965753,1,29266,1,83.5216895,29460,1,84.07534247,0,28009,1,79.93436073,0,0,0,29344,1,83.74429224,2018
site_166,Sanegurava Halli Bengaluru,35040,28593,81.6010274,1,28602,1,81.62671233,28607,1,81.64098174,0,0,0,0,28811,1,82.22317352,0,0,0,2023
site_5114,Mahape Navi Mumbai,35040,28611,81.65239726,1,28663,1,81.80079909,28666,1,81.80936073,0,25050,0,71.48972603,27027,1,77.13184932,25551,0,72.91952055,2023
site_5025,NISE Gwal Pahari Gurugram,35040,28629,81.70376712,1,30305,1,86.48687215,29694,1,84.74315068,0,30339,1,86.58390411,29025,1,82.83390411,29327,1,83.69577626,2019
site_274,Ghusuri Howrah,35136,28725,81.75375683,1,29178,1,83.04303279,29193,1,83.08572404,0,32386,1,92.17326958,31207,1,88.81773679,31520,1,89.70856102,2020
site_5112,Powai Mumbai,35040,28648,81.75799087,1,30339,1,86.58390411,30708,1,87.6369863,0,26864,1,76.66666667,27202,1,77.63127854,33219,1,94.80308219,2021
site_1447,Deshpande Nagar Hubballi,35040,28651,81.76655251,1,28263,1,80.65924658,28795,1,82.17751142,1,28962,1,82.65410959,28385,1,81.00742009,26927,1,76.84646119,2022
site_5695,Krishna Nagar Bharatpur,35040,28660,81.79223744,1,29561,1,84.36358447,29742,1,84.88013699,0,28218,1,80.53082192,29093,1,83.02796804,29020,1,82.8196347,2023
site_5421,Kadri Mangalore,35040,28669,81.81792237,1,28761,1,82.08047945,29112,1,83.08219178,0,26426,1,75.41666667,20463,0,58.3989726,23448,0,66.91780822,2021
site_161,Sector-6 Panchkula HSPCB,35040,28683,81.85787671,1,29503,1,84.19805936,29650,1,84.61757991,0,29450,1,84.04680365,0,0,0,29058,1,82.92808219,2023
site_5453,Chandkheda Ahmedabad,35040,28712,81.94063927,1,28812,1,82.2260274,29731,1,84.84874429,0,26166,0,74.67465753,29675,1,84.68892694,29711,1,84.79166667,2023
site_5119,Sion Mumbai,35040,28713,81.94349315,1,29178,1,83.27054795,28662,1,81.79794521,0,26967,1,76.96061644,27412,1,78.23059361,31779,1,90.69349315,2022
site_301,Anand Vihar Delhi,35040,28731,81.99486301,1,31371,1,89.52910959,29454,1,84.05821918,0,32496,1,92.73972603,33270,1,94.94863014,33494,1,95.58789954,2022
site_5448,B.Katihalli Hassan,35040,28736,82.00913242,1,28869,1,82.38869863,28899,1,82.47431507,0,26861,1,76.65810502,12437,0,35.49372146,25816,0,73.67579909,2022
site_105,North Campus DU Delhi,35040,28758,82.07191781,1,28964,1,82.65981735,29648,1,84.61187215,0,29422,1,83.96689498,29293,1,83.59874429,29133,1,83.14212329,2019
site_302,Solapur Solapur,35040,28797,82.18321918,1,29109,1,83.07363014,14653,0,41.81792237,0,29117,1,83.09646119,29672,1,84.6803653,28628,1,81.70091324,2017
site_1556,Jayanagar 5th Block Bengaluru,35040,28805,82.20605023,1,28834,1,82.28881279,28834,1,82.28881279,0,29111,1,83.0793379,29864,1,85.2283105,29548,1,84.32648402,2019
site_1424,Jawaharlal Nehru Stadium Delhi,35040,28807,82.21175799,1,28623,1,81.68664384,29472,1,84.10958904,0,29219,1,83.38755708,30371,1,86.67522831,30228,1,86.26712329,2018
site_1428,Okhla Phase-2 Delhi,35040,28813,82.22888128,1,28283,1,80.7163242,29191,1,83.3076484,0,30129,1,85.98458904,30700,1,87.61415525,31072,1,88.67579909,2018
site_5044,Municipal Corporation Office Dharuhera,35040,28817,82.2402968,1,28960,1,82.64840183,29661,1,84.6489726,0,28069,1,80.10559361,27500,1,78.48173516,27684,1,79.00684932,2023
site_5503,Mangala Bilaspur,35040,28820,82.24885845,1,28820,1,82.24885845,29143,1,83.1706621,1,0,0,0,26708,1,76.22146119,27588,1,78.73287671,2023
site_5538,New DM Office Arrah,35040,28821,82.25171233,1,30227,1,86.26426941,31025,1,88.54166667,0,29741,1,84.87728311,29630,1,84.56050228,29669,1,84.67180365,2023
site_5102,Vasai West Mumbai,35040,28833,82.2859589,1,29793,1,85.02568493,30023,1,85.68207763,0,10644,0,30.37671233,19300,0,55.07990868,23801,0,67.92522831,2022
site_5238,Ballygunge Kolkata,35040,28835,82.29166667,1,29070,1,82.96232877,29086,1,83.00799087,1,30381,1,86.70376712,32828,1,93.68721461,31611,1,90.2140411,2022
site_303,Opp GPO Civil Lines Nagpur,35136,28916,82.29735883,1,27688,1,78.80236794,29085,1,82.77834699,0,24254,0,69.02891621,24645,0,70.14173497,25296,0,71.99453552,2020
site_1419,Ward-32 Bapupara Siliguri,35136,28925,82.32297359,1,29147,1,82.95480419,29051,1,82.68158015,1,29612,1,84.27823315,28995,1,82.52219945,29085,1,82.77834699,2020
site_5680,Lingaraj Nagar Hubballi,35040,28852,82.34018265,1,29007,1,82.78253425,12521,0,35.73344749,0,30210,1,86.21575342,27575,1,78.69577626,28446,1,81.18150685,2023
site_5083,Loni Ghaziabad,35040,28901,82.48002283,1,29131,1,83.13641553,29825,1,85.11700913,0,27282,1,77.85958904,28948,1,82.61415525,28671,1,81.82363014,2022
site_1563,Pusa Delhi,35136,28981,82.48235428,1,29123,1,82.88649818,29116,1,82.86657559,1,29353,1,83.54109745,30131,1,85.75535064,30434,1,86.61771403,2020
site_5112,Powai Mumbai,35136,28991,82.51081512,1,28676,1,81.61429872,29077,1,82.75557832,0,22177,0,63.11760018,24094,0,68.57354281,29302,1,83.39594718,2020
site_5490,Town Hall Munger,35040,28917,82.52568493,1,30752,1,87.76255708,30678,1,87.55136986,0,30410,1,86.78652968,29301,1,83.62157534,29443,1,84.02682648,2023
site_5110,Fort William Kolkata,35040,28921,82.53710046,1,29467,1,84.09531963,29564,1,84.37214612,0,29321,1,83.67865297,28387,1,81.01312785,21891,0,62.47431507,2021
site_5048,Sector-18 Panipat,35040,28941,82.59417808,1,29106,1,83.06506849,29017,1,82.81107306,0,28615,1,81.66381279,26464,1,75.52511416,27955,1,79.78025114,2021
site_5114,Mahape Navi Mumbai,35136,29023,82.6018898,1,29034,1,82.63319672,28959,1,82.41974044,0,28117,1,80.02333789,28979,1,82.47666211,26178,0,74.50478142,2020
site_5025,NISE Gwal Pahari Gurugram,35040,28960,82.64840183,1,28889,1,82.44577626,28952,1,82.62557078,0,28924,1,82.5456621,27159,1,77.50856164,27030,1,77.14041096,2021
site_5543,DM Office Kachari Chowk Bhagalpur,35040,28988,82.7283105,1,32172,1,91.81506849,32165,1,91.79509132,0,32007,1,91.34417808,31932,1,91.13013699,31776,1,90.68493151,2023
site_5105,Udyogamandal Eloor Kerala,35040,28990,82.73401826,1,28880,1,82.42009132,28712,1,81.94063927,1,29116,1,83.09360731,27372,1,78.11643836,27385,1,78.15353881,2021
site_5052,Patti Mehar Ambala,35040,28994,82.74543379,1,29143,1,83.1706621,30222,1,86.25,0,26935,1,76.86929224,27916,1,79.66894977,27567,1,78.67294521,2023
site_5662,Civil Lines Sagar,35040,29005,82.77682648,1,31640,1,90.29680365,31599,1,90.17979452,0,31392,1,89.5890411,32294,1,92.16324201,31886,1,90.99885845,2023
site_5364,Royapuram Chennai,35040,29016,82.80821918,1,30084,1,85.85616438,30369,1,86.66952055,0,11428,0,32.61415525,32851,1,93.75285388,32187,1,91.85787671,2021
site_1555,Hombegowda Nagar Bengaluru,35040,29025,82.83390411,1,29355,1,83.77568493,29392,1,83.88127854,0,29155,1,83.20490868,29768,1,84.9543379,29568,1,84.38356164,2019
site_5397,Khindipada-Bhandup West Mumbai,35040,29048,82.89954338,1,33523,1,95.6706621,29159,1,83.2163242,0,26104,0,74.49771689,32691,1,93.29623288,32724,1,93.39041096,2022
site_5340,New Industrial Town Faridabad,35040,29050,82.90525114,1,29027,1,82.83961187,31893,1,91.01883562,0,30027,1,85.69349315,29282,1,83.5673516,29159,1,83.2163242,2021
site_1402,Sector-2 Industrial Area Pithampur,35136,29151,82.96618852,1,29323,1,83.45571494,29324,1,83.45856102,0,28557,1,81.27561475,29518,1,84.01070128,29341,1,83.50694444,2020
site_5419,Panchal Nagar Gadag,35040,29076,82.97945205,1,28653,1,81.77226027,29201,1,83.33618721,0,24052,0,68.64155251,24204,0,69.07534247,23680,0,67.57990868,2022
site_106,IGI Airport (T3) Delhi,35040,29080,82.99086758,1,29494,1,84.17237443,32727,1,93.3989726,0,34042,1,97.15182648,33938,1,96.85502283,33581,1,95.83618721,2018
site_292,Karve Road Pune,35136,29164,83.00318761,1,29191,1,83.08003188,29442,1,83.79439891,0,28959,1,82.41974044,29040,1,82.65027322,29193,1,83.08572404,2020
site_5103,Nerul Navi Mumbai,35040,29088,83.01369863,1,29087,1,83.01084475,29292,1,83.59589041,0,17391,0,49.63184932,27609,1,78.79280822,30982,1,88.41894977,2022
site_1434,Wazirpur Delhi,35040,29097,83.03938356,1,29010,1,82.79109589,29636,1,84.57762557,0,30158,1,86.0673516,30017,1,85.66495434,31147,1,88.88984018,2018
site_5338,SFTI Kusdihra Gaya,35040,29098,83.04223744,1,29410,1,83.9326484,31676,1,90.39954338,0,29285,1,83.57591324,29775,1,84.97431507,29388,1,83.86986301,2021
site_5481,D M Colony Bihar Sharif,35040,29106,83.06506849,1,29681,1,84.70605023,29678,1,84.69748858,0,30456,1,86.91780822,29277,1,83.55308219,29279,1,83.55878995,2023
site_5553,Chitragupta Nagar Siwan,35040,29111,83.0793379,1,29435,1,84.00399543,29766,1,84.94863014,0,29540,1,84.30365297,25088,0,71.59817352,24765,0,70.67636986,2022
site_5068,Sahilara Maihar KJS,35040,29112,83.08219178,1,29554,1,84.34360731,33708,1,96.19863014,0,0,0,0,27529,1,78.56449772,24757,0,70.65353881,2023
site_5072,Rishi Nagar Kaithal,35040,29113,83.08504566,1,29098,1,83.04223744,29213,1,83.37043379,0,29248,1,83.47031963,28951,1,82.62271689,28868,1,82.38584475,2019
site_252,Plammoodu Thiruvananthapuram Kerala,35040,29128,83.12785388,1,31451,1,89.75742009,31652,1,90.33105023,1,31396,1,89.60045662,28637,1,81.72659817,24502,0,69.92579909,2019
site_1430,Rohini Delhi,35040,29147,83.18207763,1,27799,1,79.33504566,29549,1,84.3293379,0,29285,1,83.57591324,29862,1,85.22260274,29141,1,83.16495434,2018
site_298,Zoo Park Hyderabad,35040,29148,83.18493151,1,27019,1,77.10901826,29512,1,84.22374429,0,29527,1,84.26655251,25373,0,72.41152968,25417,0,72.53710046,2021
site_5044,Municipal Corporation Office Dharuhera,35136,29228,83.18533698,1,29457,1,83.83709016,30137,1,85.77242714,0,29287,1,83.35325592,29198,1,83.09995446,29215,1,83.14833789,2020
site_1553,Bapuji Nagar Bengaluru,35040,29150,83.19063927,1,29575,1,84.40353881,29977,1,85.55079909,0,29659,1,84.64326484,29059,1,82.93093607,28809,1,82.21746575,2021
site_301,Anand Vihar Delhi,35040,29151,83.19349315,1,30898,1,88.17922374,30063,1,85.79623288,0,30080,1,85.84474886,32122,1,91.67237443,33034,1,94.27511416,2019
site_307,Sanjay Palace Agra,35040,29152,83.19634703,1,30235,1,86.28710046,30276,1,86.40410959,0,29813,1,85.08276256,0,0,0,30734,1,87.71118721,2018
site_1558,Silk Board Bengaluru,35040,29154,83.20205479,1,29763,1,84.94006849,29792,1,85.02283105,0,30606,1,87.34589041,31198,1,89.03538813,31286,1,89.28652968,2023
site_5265,Kalyana Nagara Chikkamagaluru,35040,29156,83.20776256,1,29422,1,83.96689498,30735,1,87.7140411,0,29631,1,84.56335616,28530,1,81.42123288,28590,1,81.59246575,2022
site_5264,Vidayagiri Bagalkot,35040,29162,83.22488584,1,28806,1,82.20890411,29173,1,83.25627854,0,28610,1,81.64954338,28808,1,82.21461187,28843,1,82.31449772,2021
site_275,IDA Pashamylaram Hyderabad,35136,29253,83.25648907,1,32488,1,92.46357013,32541,1,92.61441257,0,32153,1,91.51013206,32599,1,92.77948543,29736,1,84.63114754,2020
site_5478,Gandak Colony Motihari,35040,29185,83.29052511,1,31485,1,89.85445205,31476,1,89.82876712,0,31115,1,88.79851598,30914,1,88.22488584,29263,1,83.51312785,2022
site_5334,Polayathode Kollam Kerala,35040,29193,83.31335616,1,29767,1,84.95148402,29955,1,85.4880137,0,29831,1,85.13413242,29322,1,83.68150685,28708,1,81.92922374,2023
site_306,Manali Chennai,35040,29199,83.33047945,1,31940,1,91.15296804,31949,1,91.17865297,0,29830,1,85.13127854,28630,1,81.706621,27043,1,77.17751142,2023
site_134,Police Commissionerate Jaipur,35040,29202,83.3390411,1,28931,1,82.56563927,29466,1,84.09246575,0,29286,1,83.57876712,28516,1,81.38127854,28098,1,80.18835616,2023
site_294,Sanathnagar Hyderabad,35136,29289,83.35894809,1,31107,1,88.53312842,31929,1,90.87260929,0,32351,1,92.07365665,0,0,0,30218,1,86.00295993,2020
site_253,Punjab Agricultural University Ludhiana,35136,29301,83.39310109,1,29404,1,83.68624772,29589,1,84.21277322,0,32069,1,91.27106102,28956,1,82.41120219,32388,1,92.17896175,2020
site_1427,Najafgarh Delhi,35040,29237,83.43892694,1,31784,1,90.70776256,31764,1,90.65068493,0,30847,1,88.0336758,31974,1,91.25,32570,1,92.95091324,2019
site_307,Sanjay Palace Agra,35040,29252,83.48173516,1,29723,1,84.82591324,29769,1,84.95719178,0,33500,1,95.60502283,31529,1,89.98002283,32908,1,93.91552511,2023
site_5339,Mini Secretariat Charkhi Dadri,35040,29256,83.49315068,1,30759,1,87.78253425,33518,1,95.65639269,0,33266,1,94.93721461,32719,1,93.37614155,32633,1,93.13070776,2023
site_293,Alandur Bus Depot Chennai,35040,29258,83.49885845,1,29386,1,83.86415525,30034,1,85.71347032,1,29410,1,83.9326484,23960,0,68.37899543,29755,1,84.91723744,2021
site_5050,Shyam Nagar Palwal,35040,29274,83.54452055,1,29343,1,83.74143836,29503,1,84.19805936,0,29168,1,83.24200913,28855,1,82.34874429,28950,1,82.61986301,2021
site_5707,Dhanmandi Kota,35040,29279,83.55878995,1,30297,1,86.4640411,30304,1,86.48401826,0,28894,1,82.46004566,30556,1,87.20319635,30426,1,86.83219178,2023
site_5073,Railway Colony Guwahati,35040,29294,83.60159817,1,29300,1,83.61872146,29295,1,83.60445205,0,29261,1,83.50742009,28645,1,81.74942922,28497,1,81.32705479,2019
site_5124,Urban Chamarajanagar,35040,29295,83.60445205,1,29611,1,84.50627854,29628,1,84.55479452,0,30439,1,86.86929224,29374,1,83.82990868,28488,1,81.30136986,2022
site_294,Sanathnagar Hyderabad,35040,29299,83.61586758,1,32518,1,92.80251142,32619,1,93.09075342,0,32652,1,93.18493151,0,0,0,33066,1,94.36643836,2021
