site_id,year,pollutant,Pollutant_Uncleaned,Pollutant_Cleaned,Percentage_change,compliance_change
site_277,2021,NO2,42.74218393,42.65148132,-0.2122,FALSE
site_288,2021,NO2,8.055826187,19.84709552,146.3695,FALSE
site_292,2021,NO2,17.20354419,32.14583081,86.8559,FALSE
site_293,2021,NO2,10.72655074,16.5842943,54.6098,FALSE
site_294,2021,NO2,30.92577034,29.76044805,-3.7681,FALSE
site_295,2021,NO2,16.3192208,18.03131894,10.4913,FALSE
site_296,2021,NO2,20.36878129,44.43034751,118.1296,TRUE
site_297,2021,NO2,40.66007511,47.65166681,17.1952,FALSE
site_298,2021,NO2,45.95874755,46.93576398,2.1259,FALSE
site_299,2021,NO2,25.6608783,44.57716964,73.7165,TRUE
site_301,2021,NO2,76.30711799,74.99838245,-1.7151,FALSE
site_302,2021,NO2,22.18313506,32.60366176,46.975,FALSE
site_303,2021,NO2,26.4576672,43.29964885,63.6563,TRUE
site_304,2021,NO2,28.14742377,25.37303895,-9.8566,FALSE
site_305,2021,NO2,65.57833832,12.22367098,-81.3602,TRUE
site_306,2021,NO2,12.84629532,26.9242342,109.5875,FALSE
site_307,2021,NO2,18.65026772,17.03111673,-8.6817,FALSE
site_308,2021,NO2,50.17834622,21.45350282,-57.2455,TRUE
site_309,2021,NO2,23.92083734,50.95478569,113.0142,TRUE
site_5023,2021,NO2,9.103144053,11.59681453,27.3935,FALSE
site_5024,2021,NO2,27.23429904,24.93851837,-8.4297,FALSE
site_5025,2021,NO2,15.25359756,29.67833071,94.5661,FALSE
site_5039,2021,NO2,9.297642081,17.59981658,89.2933,FALSE
site_5040,2021,NO2,14.17887923,26.9968,90.4015,FALSE
site_5042,2021,NO2,20.06568926,51.41355362,156.2262,TRUE
site_5043,2021,NO2,28.26413436,24.35018766,-13.8478,FALSE
site_5044,2021,NO2,27.04581932,29.68842093,9.7708,FALSE
site_5045,2021,NO2,28.0528537,27.24636155,-2.8749,FALSE
site_5046,2021,NO2,23.96017299,22.75985786,-5.0096,FALSE
site_5047,2021,NO2,22.57301974,24.34084484,7.8316,FALSE
site_5048,2021,NO2,14.41662441,18.45580991,28.0176,FALSE
site_5049,2021,NO2,18.07342217,24.07465195,33.2047,FALSE
site_5050,2021,NO2,11.50141465,18.94210118,64.6937,FALSE
site_5051,2021,NO2,25.84535217,60.24630479,133.1031,TRUE
site_5052,2021,NO2,19.70134144,25.81439115,31.0286,FALSE
site_5053,2021,NO2,23.35672964,,,FALSE
site_5054,2021,NO2,22.06931377,29.82292161,35.133,FALSE
site_5055,2021,NO2,22.12382556,37.22472764,68.2563,FALSE
site_5056,2021,NO2,23.95597323,34.178225,42.671,FALSE
site_5057,2021,NO2,30.24084062,33.72710063,11.5283,FALSE
site_5060,2021,NO2,35.48709251,53.59674965,51.0317,TRUE
site_5065,2021,NO2,23.29819066,15.81473996,-32.1203,FALSE
site_5066,2021,NO2,16.36848973,30.1418969,84.1459,FALSE
site_5067,2021,NO2,67.29398746,89.03703513,32.3105,FALSE
site_5068,2021,NO2,10.66173978,17.83368385,67.268,FALSE
site_5071,2021,NO2,0.607723384,1.749573808,187.8898,FALSE
site_5072,2021,NO2,17.37540178,11.52878182,-33.6488,FALSE
site_5073,2021,NO2,9.694608717,6.662631297,-31.2749,FALSE
site_5081,2021,NO2,58.59971506,55.37870145,-5.4966,FALSE
site_5082,2021,NO2,36.51442331,33.33960548,-8.6947,FALSE
site_5083,2021,NO2,35.45445618,33.2251096,-6.2879,FALSE
site_5101,2021,NO2,31.99439107,59.14529313,84.8614,TRUE
site_5102,2021,NO2,27.09196728,49.64693723,83.2533,TRUE
site_5104,2021,NO2,48.06646069,83.31753237,73.3382,FALSE
site_5105,2021,NO2,13.91091205,16.34561261,17.5021,FALSE
site_5106,2021,NO2,20.46346199,35.5545684,73.7466,FALSE
site_5107,2021,NO2,28.11622828,52.41504247,86.4227,TRUE
site_5110,2021,NO2,28.17134218,60.79188638,115.7934,TRUE
site_5111,2021,NO2,24.77887013,48.85516606,97.1646,TRUE
site_5112,2021,NO2,15.36016513,27.93733083,81.8817,FALSE
site_5115,2021,NO2,15.04679419,28.06793864,86.5377,FALSE
site_5118,2021,NO2,6.784123044,12.06885734,77.8986,FALSE
site_5119,2021,NO2,41.96456097,72.90569174,73.7316,FALSE
site_5121,2021,NO2,61.86761366,54.2803555,-12.2637,FALSE
site_5122,2021,NO2,41.57675183,40.54862325,-2.4728,FALSE
site_5123,2021,NO2,59.48488097,57.40606885,-3.4947,FALSE
site_5124,2021,NO2,16.34958681,27.1930636,66.3226,FALSE
site_5125,2021,NO2,20.45840831,,,FALSE
site_5126,2021,NO2,37.68121432,77.36867476,105.3243,TRUE
site_5127,2021,NO2,22.94472666,18.86382066,-17.7858,FALSE
site_5128,2021,NO2,30.46220683,28.68062863,-5.8485,FALSE
site_5129,2021,NO2,23.5495619,50.20583844,113.1922,TRUE
site_5238,2021,NO2,32.58609737,66.30511503,103.4767,TRUE
site_5247,2021,NO2,27.65905425,26.54806096,-4.0167,FALSE
site_5248,2021,NO2,46.36859451,44.93818763,-3.0849,FALSE
site_5249,2021,NO2,39.92311663,38.2382591,-4.2203,FALSE
site_5250,2021,NO2,25.74199645,25.21415486,-2.0505,FALSE
site_5254,2021,NO2,13.39294383,9.038844214,-32.5104,FALSE
site_5255,2021,NO2,18.24501554,16.4932062,-9.6016,FALSE
site_5257,2021,NO2,76.57529457,66.79990502,-12.7657,FALSE
site_5258,2021,NO2,23.42911206,28.30293062,20.8024,FALSE
site_5261,2021,NO2,36.94797768,49.29356735,33.4134,TRUE
site_5262,2021,NO2,35.62805016,41.72948863,17.1254,TRUE
site_5263,2021,NO2,33.91750994,23.13174051,-31.8,FALSE
site_5264,2021,NO2,6.795741165,12.37347793,82.0769,FALSE
site_5265,2021,NO2,16.94045237,30.27907786,78.7383,FALSE
site_5266,2021,NO2,24.44768389,43.65600236,78.5691,TRUE
site_5267,2021,NO2,6.727824806,14.92729616,121.874,FALSE
site_5270,2021,NO2,10.41102569,20.97823666,101.5002,FALSE
site_5271,2021,NO2,14.83070604,15.03416591,1.3719,FALSE
site_5272,2021,NO2,8.251467626,11.93162493,44.6,FALSE
site_5273,2021,NO2,28.04608834,25.44820596,-9.2629,FALSE
site_5276,2021,NO2,18.48242483,38.6828012,109.2951,FALSE
site_5331,2021,NO2,14.24801158,26.10280849,83.2032,FALSE
site_5334,2021,NO2,28.34949854,50.7476648,79.0073,TRUE
site_5335,2021,NO2,26.75667421,20.27040122,-24.2417,FALSE
site_5336,2021,NO2,28.76944692,27.36619852,-4.8776,FALSE
site_5337,2021,NO2,11.33703933,26.43802957,133.2005,FALSE
site_5338,2021,NO2,12.16151139,15.86872774,30.4832,FALSE
site_5339,2021,NO2,28.17079105,26.25191888,-6.8116,FALSE
site_5340,2021,NO2,13.46786061,33.15132998,146.1514,FALSE
site_5344,2021,NO2,13.67180897,18.23944587,33.4092,FALSE
site_5345,2021,NO2,11.35323235,7.768264206,-31.5766,FALSE
site_5361,2021,NO2,4.687994943,7.1912704,53.3976,FALSE
site_5363,2021,NO2,4.826740717,4.500817751,-6.7524,FALSE
site_5364,2021,NO2,19.56320968,18.00913465,-7.9439,FALSE
site_5365,2021,NO2,9.888860397,9.586249956,-3.0601,FALSE
site_5367,2021,NO2,10.15939777,12.98074499,27.7708,FALSE
site_5370,2021,NO2,22.70306688,31.41368787,38.3676,FALSE
site_5375,2021,NO2,2.660869796,4.972120329,86.8607,FALSE
site_5391,2021,NO2,3.72205122,4.070683237,9.3667,FALSE
site_5394,2021,NO2,25.72362976,32.9494979,28.0904,FALSE
site_5396,2021,NO2,22.07291674,27.09594233,22.7565,FALSE
site_5399,2021,NO2,30.95016707,43.42937573,40.3203,TRUE
site_5403,2021,NO2,17.84693485,16.92804901,-5.1487,FALSE
site_5404,2021,NO2,44.34480472,74.47380282,67.9426,FALSE
site_5417,2021,NO2,9.048291529,9.610250559,6.2107,FALSE
site_5421,2021,NO2,28.70133688,52.88865949,84.2725,TRUE
site_5423,2021,NO2,11.48636293,11.09433033,-3.413,FALSE
site_103,2021,PM25,106.0714543,103.8171783,-2.1252,FALSE
site_105,2021,PM25,103.9750916,102.0677628,-1.8344,FALSE
site_106,2021,PM25,99.83359078,97.72918048,-2.1079,FALSE
site_107,2021,PM25,97.16212344,95.67414225,-1.5314,FALSE
site_108,2021,PM25,79.23879003,77.87127872,-1.7258,FALSE
site_109,2021,PM25,83.46582766,81.99524661,-1.7619,FALSE
site_111,2021,PM25,105.0383873,102.3360044,-2.5728,FALSE
site_113,2021,PM25,75.74429675,74.88741242,-1.1313,FALSE
site_114,2021,PM25,88.7005115,88.37750958,-0.3641,FALSE
site_115,2021,PM25,99.29375449,98.63905148,-0.6594,FALSE
site_117,2021,PM25,122.9995105,122.5581153,-0.3589,FALSE
site_118,2021,PM25,123.1820501,121.7353263,-1.1745,FALSE
site_119,2021,PM25,97.23264012,96.10695284,-1.1577,FALSE
site_122,2021,PM25,102.7392109,101.7701185,-0.9433,FALSE
site_124,2021,PM25,109.2514913,107.4766457,-1.6246,FALSE
site_125,2021,PM25,113.5672024,112.7036564,-0.7604,FALSE
site_136,2021,PM25,75.52262283,74.37147556,-1.5242,FALSE
site_1390,2021,PM25,43.36374972,42.84133278,-1.2047,FALSE
site_1391,2021,PM25,111.9486192,110.9797159,-0.8655,FALSE
site_1392,2021,PM25,45.1989832,44.8444479,-0.7844,FALSE
site_1393,2021,PM25,56.16997683,55.24820742,-1.641,FALSE
site_1394,2021,PM25,59.9579829,59.58019938,-0.6301,FALSE
site_1395,2021,PM25,57.96445252,57.31949683,-1.1127,FALSE
site_1396,2021,PM25,52.5929552,52.1463089,-0.8493,FALSE
site_1397,2021,PM25,55.19407011,55.00161705,-0.3487,FALSE
site_1399,2021,PM25,33.29868905,32.46974445,-2.4894,FALSE
site_1400,2021,PM25,46.59262585,45.44403011,-2.4652,FALSE
site_1401,2021,PM25,85.48148594,83.21406645,-2.6525,FALSE
site_1402,2021,PM25,49.3232844,48.26754517,-2.1404,FALSE
site_1403,2021,PM25,42.56811936,41.27674254,-3.0337,FALSE
site_1404,2021,PM25,39.40284054,38.41061003,-2.5182,FALSE
site_1406,2021,PM25,29.12701005,28.74517471,-1.3109,FALSE
site_1408,2021,PM25,41.62473177,40.7266153,-2.1577,FALSE
site_1416,2021,PM25,55.67087895,55.39160574,-0.5017,FALSE
site_1418,2021,PM25,59.22538707,58.94718578,-0.4697,FALSE
site_1419,2021,PM25,58.96518369,58.86562897,-0.1688,FALSE
site_1420,2021,PM25,115.6159322,115.2667735,-0.302,FALSE
site_1421,2021,PM25,95.91130001,95.38877346,-0.5448,FALSE
site_1422,2021,PM25,108.8999116,108.3313696,-0.5221,FALSE
site_1423,2021,PM25,140.7570376,138.3069038,-1.7407,FALSE
site_1424,2021,PM25,99.46967746,98.94588489,-0.5266,FALSE
site_1425,2021,PM25,98.42620508,98.25099928,-0.178,FALSE
site_1426,2021,PM25,104.8016261,104.0074343,-0.7578,FALSE
site_1427,2021,PM25,85.13613692,84.45276644,-0.8027,FALSE
site_1428,2021,PM25,105.2899618,104.7697576,-0.4941,FALSE
site_1429,2021,PM25,114.449814,111.3416477,-2.7157,FALSE
site_1430,2021,PM25,119.9869909,117.4925306,-2.0789,FALSE
site_1431,2021,PM25,116.8807684,115.6407202,-1.061,FALSE
site_1432,2021,PM25,118.1249812,116.6162593,-1.2772,FALSE
site_1433,2021,PM25,21.78300404,22.03425769,1.1534,FALSE
site_1434,2021,PM25,124.7318386,123.4813647,-1.0025,FALSE
site_1435,2021,PM25,124.3994459,123.1271707,-1.0227,FALSE
site_1437,2021,PM25,50.1486418,49.9436924,-0.4087,FALSE
site_1438,2021,PM25,54.2231879,53.41774012,-1.4854,FALSE
site_144,2021,PM25,111.0649181,110.4432266,-0.5598,FALSE
site_1450,2021,PM25,49.00077005,48.45939864,-1.1048,FALSE
site_146,2021,PM25,90.89767392,89.60794174,-1.4189,FALSE
site_147,2021,PM25,89.47801466,88.99661823,-0.538,FALSE
site_1538,2021,PM25,74.04373866,74.18123475,0.1857,FALSE
site_153,2021,PM25,98.40155114,97.41314467,-1.0045,FALSE
site_1541,2021,PM25,93.90296646,92.77175194,-1.2047,FALSE
site_1542,2021,PM25,93.60606335,91.72461256,-2.01,FALSE
site_1549,2021,PM25,40.24280296,39.4883833,-1.8747,TRUE
site_1550,2021,PM25,80.27643929,79.49628708,-0.9718,FALSE
site_1553,2021,PM25,40.55701343,39.70096914,-2.1107,TRUE
site_1554,2021,PM25,27.05873145,26.528635,-1.9591,FALSE
site_1555,2021,PM25,24.58424257,24.2328786,-1.4292,FALSE
site_1556,2021,PM25,32.86642407,32.43821528,-1.3029,FALSE
site_1557,2021,PM25,27.72473226,27.12858852,-2.1502,FALSE
site_1558,2021,PM25,26.43184662,26.07510231,-1.3497,FALSE
site_1560,2021,PM25,129.5920014,127.4275764,-1.6702,FALSE
site_1561,2021,PM25,129.1598833,128.5789617,-0.4498,FALSE
site_1562,2021,PM25,88.84479336,88.22219265,-0.7008,FALSE
site_1563,2021,PM25,97.33418694,96.05776771,-1.3114,FALSE
site_157,2021,PM25,118.816357,118.7121564,-0.0877,FALSE
site_158,2021,PM25,101.3162551,100.4816551,-0.8238,FALSE
site_159,2021,PM25,60.08017437,58.29137139,-2.9774,FALSE
site_161,2021,PM25,48.29547647,47.67191164,-1.2911,FALSE
site_162,2021,PM25,28.54158483,28.82651786,0.9983,FALSE
site_163,2021,PM25,34.29045438,33.87889981,-1.2002,FALSE
site_164,2021,PM25,33.59194591,37.6878111,12.193,FALSE
site_166,2021,PM25,,,,FALSE
site_198,2021,PM25,34.35134804,33.85399752,-1.4478,FALSE
site_199,2021,PM25,41.22179108,39.28270194,-4.704,TRUE
site_251,2021,PM25,37.91574168,35.98612691,-5.0892,FALSE
site_252,2021,PM25,24.11989608,22.8958298,-5.0749,FALSE
site_253,2021,PM25,56.24640067,55.957519,-0.5136,FALSE
site_255,2021,PM25,64.68591613,63.98048792,-1.0905,FALSE
site_256,2021,PM25,50.9218083,50.55713319,-0.7161,FALSE
site_258,2021,PM25,29.1398935,28.27181368,-2.979,FALSE
site_260,2021,PM25,43.79678343,43.00126577,-1.8164,FALSE
site_262,2021,PM25,30.77866408,30.01276479,-2.4884,FALSE
site_263,2021,PM25,101.951049,101.1065954,-0.8283,FALSE
site_273,2021,PM25,63.37549972,62.7948161,-0.9163,FALSE
site_274,2021,PM25,72.74269132,71.20374769,-2.1156,FALSE
site_275,2021,PM25,38.9321489,37.40016212,-3.935,FALSE
site_276,2021,PM25,81.01674282,79.43659183,-1.9504,FALSE
site_277,2021,PM25,85.39487094,85.41527246,0.0239,FALSE
site_288,2021,PM25,19.26872874,18.77464555,-2.5642,FALSE
site_292,2021,PM25,33.29593574,33.0780168,-0.6545,FALSE
site_293,2021,PM25,29.70167132,28.89607718,-2.7123,FALSE
site_294,2021,PM25,47.38459445,46.39296652,-2.0927,FALSE
site_295,2021,PM25,47.15817094,46.62741556,-1.1255,FALSE
site_296,2021,PM25,80.31679405,79.52267095,-0.9887,FALSE
site_297,2021,PM25,104.0752343,103.4086468,-0.6405,FALSE
site_298,2021,PM25,47.30294685,41.65738176,-11.9349,FALSE
site_299,2021,PM25,80.41920207,79.75196741,-0.8297,FALSE
site_301,2021,PM25,132.84573,132.0530815,-0.5967,FALSE
site_302,2021,PM25,37.4544463,36.79554699,-1.7592,FALSE
site_303,2021,PM25,33.29843785,32.93444163,-1.0931,FALSE
site_304,2021,PM25,41.06845819,40.64269639,-1.0367,FALSE
site_305,2021,PM25,,,,FALSE
site_306,2021,PM25,26.61578671,25.76760069,-3.1868,FALSE
site_307,2021,PM25,79.77387779,79.12230792,-0.8168,FALSE
site_308,2021,PM25,52.91313538,52.65024636,-0.4968,FALSE
site_309,2021,PM25,47.59129723,46.87483949,-1.5054,FALSE
site_5023,2021,PM25,57.30645219,56.83462448,-0.8233,FALSE
site_5024,2021,PM25,107.9827659,107.1126568,-0.8058,FALSE
site_5025,2021,PM25,89.85633481,87.73748602,-2.358,FALSE
site_5039,2021,PM25,99.06151944,97.32346954,-1.7545,FALSE
site_5040,2021,PM25,40.04534153,39.11470121,-2.324,TRUE
site_5042,2021,PM25,43.13356645,42.70027672,-1.0045,FALSE
site_5043,2021,PM25,69.16826314,68.71009223,-0.6624,FALSE
site_5044,2021,PM25,77.04268096,76.49884843,-0.7059,FALSE
site_5045,2021,PM25,91.20090688,89.73046828,-1.6123,FALSE
site_5046,2021,PM25,79.18626968,78.44661268,-0.9341,FALSE
site_5047,2021,PM25,52.10166851,51.66073793,-0.8463,FALSE
site_5048,2021,PM25,61.01087855,60.57546063,-0.7137,FALSE
site_5049,2021,PM25,60.67877525,60.63588281,-0.0707,FALSE
site_5050,2021,PM25,37.26634439,36.78262534,-1.298,FALSE
site_5051,2021,PM25,56.97631678,56.3158542,-1.1592,FALSE
site_5052,2021,PM25,62.16243206,61.70975818,-0.7282,FALSE
site_5053,2021,PM25,67.11900676,66.0595353,-1.5785,FALSE
site_5054,2021,PM25,61.25710255,60.77459475,-0.7877,FALSE
site_5055,2021,PM25,50.95831029,52.15654615,2.3514,FALSE
site_5056,2021,PM25,88.98182445,88.05087789,-1.0462,FALSE
site_5057,2021,PM25,94.62951683,93.46836839,-1.227,FALSE
site_5060,2021,PM25,81.26596474,81.12341096,-0.1754,FALSE
site_5065,2021,PM25,70.17517666,69.02065463,-1.6452,FALSE
site_5066,2021,PM25,35.60188998,35.46114046,-0.3953,FALSE
site_5067,2021,PM25,66.82035336,66.29708236,-0.7831,FALSE
site_5068,2021,PM25,34.16345397,33.79414421,-1.081,FALSE
site_5071,2021,PM25,55.15181485,54.4803856,-1.2174,FALSE
site_5072,2021,PM25,58.63386392,58.20843211,-0.7256,FALSE
site_5073,2021,PM25,64.38320172,63.01649785,-2.1228,FALSE
site_5081,2021,PM25,104.1109544,102.6136545,-1.4382,FALSE
site_5082,2021,PM25,108.4998327,107.4980234,-0.9233,FALSE
site_5083,2021,PM25,139.436782,136.4414492,-2.1482,FALSE
site_5101,2021,PM25,53.78996263,53.4466086,-0.6383,FALSE
site_5102,2021,PM25,34.93950845,33.80015753,-3.2609,FALSE
site_5104,2021,PM25,56.16198819,55.00974556,-2.0516,FALSE
site_5105,2021,PM25,25.00881066,28.38758939,13.5104,FALSE
site_5106,2021,PM25,51.69639087,51.13991873,-1.0764,FALSE
site_5107,2021,PM25,36.9763925,36.97876197,0.0064,FALSE
site_5110,2021,PM25,60.09113106,59.21870438,-1.4518,FALSE
site_5111,2021,PM25,44.88190497,44.8997073,0.0397,FALSE
site_5112,2021,PM25,45.7387164,45.67548028,-0.1383,FALSE
site_5115,2021,PM25,49.48184292,49.25618467,-0.456,FALSE
site_5118,2021,PM25,63.93744614,63.08609648,-1.3315,FALSE
site_5119,2021,PM25,41.84928872,41.56020449,-0.6908,FALSE
site_5121,2021,PM25,97.1595934,96.10529901,-1.0851,FALSE
site_5122,2021,PM25,105.0529328,104.7056236,-0.3306,FALSE
site_5123,2021,PM25,97.77895957,97.65126149,-0.1306,FALSE
site_5124,2021,PM25,22.41198676,21.18490193,-5.4751,FALSE
site_5125,2021,PM25,20.14413323,19.9967085,-0.7318,FALSE
site_5126,2021,PM25,44.5640212,44.43087343,-0.2988,FALSE
site_5127,2021,PM25,38.60999759,38.1727281,-1.1325,FALSE
site_5128,2021,PM25,60.88548355,60.368686,-0.8488,FALSE
site_5129,2021,PM25,55.50695473,54.62541803,-1.5882,FALSE
site_5238,2021,PM25,55.71151309,56.83362756,2.0142,FALSE
site_5247,2021,PM25,46.11739005,45.60462307,-1.1119,FALSE
site_5248,2021,PM25,48.36040579,47.93881318,-0.8718,FALSE
site_5249,2021,PM25,50.10989107,49.14297971,-1.9296,FALSE
site_5250,2021,PM25,58.42261248,57.53030353,-1.5273,FALSE
site_5254,2021,PM25,28.67806376,28.05616375,-2.1686,FALSE
site_5255,2021,PM25,25.85306864,25.14034262,-2.7568,FALSE
site_5257,2021,PM25,101.0311981,100.0711141,-0.9503,FALSE
site_5258,2021,PM25,81.86136323,80.70743656,-1.4096,FALSE
site_5261,2021,PM25,52.14724462,51.91840675,-0.4388,FALSE
site_5262,2021,PM25,80.28969188,80.16343712,-0.1572,FALSE
site_5263,2021,PM25,73.78650067,72.82918275,-1.2974,FALSE
site_5264,2021,PM25,20.53316472,20.52291857,-0.0499,FALSE
site_5265,2021,PM25,22.02253351,21.755197,-1.2139,FALSE
site_5266,2021,PM25,23.16231166,23.48947858,1.4125,FALSE
site_5267,2021,PM25,24.28099184,24.23580455,-0.1861,FALSE
site_5270,2021,PM25,29.97162949,30.14892051,0.5915,FALSE
site_5271,2021,PM25,19.44405903,19.26267481,-0.9329,FALSE
site_5272,2021,PM25,26.33960889,25.90271112,-1.6587,FALSE
site_5273,2021,PM25,61.31643239,60.74806572,-0.9269,FALSE
site_5276,2021,PM25,34.84532021,33.84469224,-2.8716,FALSE
site_5331,2021,PM25,25.85003807,25.27779878,-2.2137,FALSE
site_5334,2021,PM25,37.92468989,45.42280329,19.7711,TRUE
site_5335,2021,PM25,67.18351832,66.38790617,-1.1842,FALSE
site_5336,2021,PM25,70.69272172,70.29271261,-0.5658,FALSE
site_5337,2021,PM25,60.48219421,61.63113563,1.8996,FALSE
site_5338,2021,PM25,38.6639802,38.47519621,-0.4883,FALSE
site_5339,2021,PM25,75.51949852,73.73425769,-2.3639,FALSE
site_5340,2021,PM25,79.70883775,78.8190325,-1.1163,FALSE
site_5344,2021,PM25,85.77707026,84.89952761,-1.0231,FALSE
site_5345,2021,PM25,111.8962769,109.7431375,-1.9242,FALSE
site_5361,2021,PM25,29.81135987,29.3498931,-1.548,FALSE
site_5363,2021,PM25,23.71068811,22.75765356,-4.0194,FALSE
site_5364,2021,PM25,24.51837698,23.84699473,-2.7383,FALSE
site_5365,2021,PM25,30.67301141,29.99904896,-2.1972,FALSE
site_5367,2021,PM25,,,,FALSE
site_5370,2021,PM25,63.67624851,64.36922127,1.0883,FALSE
site_5375,2021,PM25,33.52708485,32.70279748,-2.4586,FALSE
site_5391,2021,PM25,17.61349889,17.32388909,-1.6442,FALSE
site_5394,2021,PM25,66.6030513,65.30174398,-1.9538,FALSE
site_5396,2021,PM25,55.39971863,54.20298655,-2.1602,FALSE
site_5399,2021,PM25,64.36335369,61.69756079,-4.1418,FALSE
site_5403,2021,PM25,36.07656694,34.99531425,-2.9971,FALSE
site_5404,2021,PM25,44.93980963,44.7212736,-0.4863,FALSE
site_5417,2021,PM25,59.19599263,58.23623346,-1.6213,FALSE
site_5421,2021,PM25,29.63375213,29.22724925,-1.3718,FALSE
site_5423,2021,PM25,20.9040958,20.15039548,-3.6055,FALSE
site_103,2021,PM10,235.3460369,230.8290182,-1.9193,FALSE
site_105,2021,PM10,195.5616201,192.6999211,-1.4633,FALSE
site_106,2021,PM10,197.6741163,193.70579,-2.0075,FALSE
site_107,2021,PM10,171.5038262,169.0068401,-1.4559,FALSE
site_108,2021,PM10,158.7639141,156.8705692,-1.1926,FALSE
site_109,2021,PM10,174.6157056,171.6563299,-1.6948,FALSE
site_111,2021,PM10,230.4741683,227.1748703,-1.4315,FALSE
site_113,2021,PM10,236.0502671,231.9583365,-1.7335,FALSE
site_114,2021,PM10,209.7074238,207.4955774,-1.0547,FALSE
site_115,2021,PM10,219.2719659,215.7218554,-1.619,FALSE
site_117,2021,PM10,203.6201127,201.4281872,-1.0765,FALSE
site_118,2021,PM10,203.2717009,198.8566889,-2.172,FALSE
site_119,2021,PM10,208.6163254,203.7261718,-2.3441,FALSE
site_122,2021,PM10,167.5814719,165.2785833,-1.3742,FALSE
site_124,2021,PM10,199.4935935,196.7560783,-1.3722,FALSE
site_125,2021,PM10,200.8381266,198.4768874,-1.1757,FALSE
site_136,2021,PM10,165.1516153,164.2563403,-0.5421,FALSE
site_1390,2021,PM10,89.08842671,88.34760195,-0.8316,FALSE
site_1391,2021,PM10,231.9072072,230.2359522,-0.7207,FALSE
site_1392,2021,PM10,96.47844651,94.97424899,-1.5591,FALSE
site_1393,2021,PM10,106.5630595,104.9304705,-1.532,FALSE
site_1394,2021,PM10,107.7516337,105.7135098,-1.8915,FALSE
site_1395,2021,PM10,118.2479882,116.539011,-1.4452,FALSE
site_1396,2021,PM10,118.9794413,117.2467259,-1.4563,FALSE
site_1397,2021,PM10,114.2804415,113.5996638,-0.5957,FALSE
site_1399,2021,PM10,72.4958457,71.22737033,-1.7497,FALSE
site_1400,2021,PM10,127.804928,124.0890188,-2.9075,FALSE
site_1401,2021,PM10,184.7327917,181.8771178,-1.5458,FALSE
site_1402,2021,PM10,95.51004869,97.3148532,1.8896,FALSE
site_1403,2021,PM10,97.64974473,94.95720217,-2.7573,FALSE
site_1404,2021,PM10,91.00240688,88.21928445,-3.0583,FALSE
site_1406,2021,PM10,55.37392129,55.0523388,-0.5807,FALSE
site_1408,2021,PM10,84.9589516,81.66687346,-3.8749,FALSE
site_1416,2021,PM10,94.51528239,94.27368111,-0.2556,FALSE
site_1418,2021,PM10,120.0738777,119.3351882,-0.6152,FALSE
site_1419,2021,PM10,103.6207505,101.7845881,-1.772,FALSE
site_1420,2021,PM10,221.638688,220.374566,-0.5704,FALSE
site_1421,2021,PM10,186.0103015,184.3634309,-0.8854,FALSE
site_1422,2021,PM10,248.0443474,242.4426786,-2.2583,FALSE
site_1423,2021,PM10,260.9528243,257.2588136,-1.4156,FALSE
site_1424,2021,PM10,194.5338717,192.7998529,-0.8914,FALSE
site_1425,2021,PM10,196.6748845,193.6760642,-1.5248,FALSE
site_1426,2021,PM10,232.9735563,230.2028178,-1.1893,FALSE
site_1427,2021,PM10,161.1291286,158.2349206,-1.7962,FALSE
site_1428,2021,PM10,222.3271009,220.1999198,-0.9568,FALSE
site_1429,2021,PM10,205.6593656,201.7512464,-1.9003,FALSE
site_1430,2021,PM10,234.7496192,231.0461274,-1.5776,FALSE
site_1431,2021,PM10,202.8681329,200.9595236,-0.9408,FALSE
site_1432,2021,PM10,230.0731105,227.5485831,-1.0973,FALSE
site_1433,2021,PM10,75.02503586,74.65422241,-0.4943,FALSE
site_1434,2021,PM10,272.4555266,269.1574988,-1.2105,FALSE
site_1435,2021,PM10,232.7790788,229.9375247,-1.2207,FALSE
site_1437,2021,PM10,114.1824338,112.8624472,-1.156,FALSE
site_1438,2021,PM10,110.5561191,108.4616208,-1.8945,FALSE
site_144,2021,PM10,247.0737661,244.8437453,-0.9026,FALSE
site_1450,2021,PM10,104.6981078,101.7872632,-2.7802,FALSE
site_146,2021,PM10,,,,FALSE
site_147,2021,PM10,,,,FALSE
site_1538,2021,PM10,123.5875655,116.7242503,-5.5534,FALSE
site_153,2021,PM10,218.9212853,214.9655351,-1.8069,FALSE
site_1541,2021,PM10,198.1405253,194.4429916,-1.8661,FALSE
site_1542,2021,PM10,193.6944403,190.4610641,-1.6693,FALSE
site_1549,2021,PM10,110.971597,107.5310277,-3.1004,FALSE
site_1550,2021,PM10,181.8129832,178.2514187,-1.9589,FALSE
site_1553,2021,PM10,75.03964348,73.71414297,-1.7664,FALSE
site_1554,2021,PM10,61.89966523,61.39506717,-0.8152,FALSE
site_1555,2021,PM10,56.95155907,56.23347838,-1.2609,FALSE
site_1556,2021,PM10,62.99864485,61.48802937,-2.3979,FALSE
site_1557,2021,PM10,57.01782433,54.65737079,-4.1399,FALSE
site_1558,2021,PM10,74.07967431,73.00021909,-1.4572,FALSE
site_1560,2021,PM10,254.3978842,250.2013432,-1.6496,FALSE
site_1561,2021,PM10,256.8834431,252.8183641,-1.5825,FALSE
site_1562,2021,PM10,144.560254,142.9138496,-1.1389,FALSE
