site_id,year,pollutant,Pollutant_Uncleaned,Pollutant_Cleaned,Percentage_change,compliance_change
site_103,2019,Ozone,31.77055704,31.57890105,-0.6033,FALSE
site_105,2019,Ozone,29.96427605,28.82260273,-3.8101,FALSE
site_106,2019,Ozone,21.76348526,21.47868713,-1.3086,FALSE
site_107,2019,Ozone,29.4414297,29.24068202,-0.6819,FALSE
site_108,2019,Ozone,39.82038092,40.27835046,1.1501,FALSE
site_109,2019,Ozone,29.21165843,29.44034013,0.7828,FALSE
site_111,2019,Ozone,35.72450461,34.50775511,-3.4059,FALSE
site_113,2019,Ozone,29.22750741,29.13857199,-0.3043,FALSE
site_114,2019,Ozone,,,,FALSE
site_115,2019,Ozone,32.04726711,31.96172474,-0.2669,FALSE
site_117,2019,Ozone,21.76771054,21.76789579,0.0009,FALSE
site_118,2019,Ozone,45.55709341,45.3292625,-0.5001,FALSE
site_119,2019,Ozone,44.51712188,44.60681786,0.2015,FALSE
site_122,2019,Ozone,16.95175193,16.86353822,-0.5204,FALSE
site_124,2019,Ozone,37.31474618,36.88637835,-1.148,FALSE
site_125,2019,Ozone,24.25986429,24.24019089,-0.0811,FALSE
site_136,2019,Ozone,41.37465612,41.15662721,-0.527,FALSE
site_1390,2019,Ozone,44.21223868,44.37472972,0.3675,FALSE
site_1391,2019,Ozone,28.73896198,28.42134381,-1.1052,FALSE
site_1392,2019,Ozone,41.50634125,41.68843209,0.4387,FALSE
site_1393,2019,Ozone,50.85879371,51.22708085,0.7241,FALSE
site_1394,2019,Ozone,29.76748766,29.84698905,0.2671,FALSE
site_1395,2019,Ozone,38.02221859,38.31616129,0.7731,FALSE
site_1396,2019,Ozone,44.1166511,44.25144224,0.3055,FALSE
site_1397,2019,Ozone,36.11679452,35.67210426,-1.2313,FALSE
site_1399,2019,Ozone,51.52073115,51.54274334,0.0427,FALSE
site_1400,2019,Ozone,71.09311811,71.36834964,0.3871,FALSE
site_1401,2019,Ozone,37.05986723,37.36585286,0.8257,FALSE
site_1402,2019,Ozone,21.98495806,21.80614294,-0.8134,FALSE
site_1403,2019,Ozone,41.53256278,43.28386958,4.2167,FALSE
site_1404,2019,Ozone,49.91557265,50.47769763,1.1262,FALSE
site_1406,2019,Ozone,36.21125368,35.9377928,-0.7552,FALSE
site_1408,2019,Ozone,7.754369636,7.392073576,-4.6722,FALSE
site_1416,2019,Ozone,32.07745197,32.0854519,0.0249,FALSE
site_1418,2019,Ozone,20.59732245,20.56257351,-0.1687,FALSE
site_1419,2019,Ozone,29.11784506,29.39131025,0.9392,FALSE
site_1420,2019,Ozone,36.7163902,36.49937649,-0.5911,FALSE
site_1421,2019,Ozone,19.63428884,19.38804181,-1.2542,FALSE
site_1422,2019,Ozone,39.14677444,40.09008434,2.4097,FALSE
site_1423,2019,Ozone,36.62894478,36.62270114,-0.017,FALSE
site_1424,2019,Ozone,35.1193721,35.52557994,1.1566,FALSE
site_1425,2019,Ozone,26.4890088,26.44619578,-0.1616,FALSE
site_1426,2019,Ozone,40.04405153,40.29506445,0.6268,FALSE
site_1427,2019,Ozone,49.42006354,49.64521102,0.4556,FALSE
site_1428,2019,Ozone,27.33471139,27.59594886,0.9557,FALSE
site_1429,2019,Ozone,38.94565128,39.1463433,0.5153,FALSE
site_1430,2019,Ozone,33.51363706,33.30285744,-0.6289,FALSE
site_1431,2019,Ozone,23.11978005,23.16293179,0.1866,FALSE
site_1432,2019,Ozone,40.2272579,40.06483968,-0.4038,FALSE
site_1433,2019,Ozone,,,,FALSE
site_1434,2019,Ozone,27.60407587,27.18035608,-1.535,FALSE
site_1435,2019,Ozone,41.00449743,40.26837921,-1.7952,FALSE
site_1437,2019,Ozone,16.92946055,16.36145956,-3.3551,FALSE
site_1438,2019,Ozone,18.8775877,18.84404306,-0.1777,FALSE
site_144,2019,Ozone,39.82325565,39.09542701,-1.8276,FALSE
site_1450,2019,Ozone,15.50520602,15.58460702,0.5121,FALSE
site_146,2019,Ozone,34.84583165,35.12453021,0.7998,FALSE
site_147,2019,Ozone,24.44592529,24.08006727,-1.4966,FALSE
site_1538,2019,Ozone,,,,FALSE
site_153,2019,Ozone,13.76088584,13.50774211,-1.8396,FALSE
site_1541,2019,Ozone,46.03561483,46.7024031,1.4484,FALSE
site_1542,2019,Ozone,51.64699651,52.27431866,1.2146,FALSE
site_1549,2019,Ozone,,,,FALSE
site_1550,2019,Ozone,43.05099013,45.33434391,5.3038,FALSE
site_1553,2019,Ozone,45.96568137,46.09652055,0.2846,FALSE
site_1554,2019,Ozone,37.26493839,37.43827377,0.4651,FALSE
site_1555,2019,Ozone,49.50901766,49.48313816,-0.0523,FALSE
site_1556,2019,Ozone,45.26942084,45.30575146,0.0803,FALSE
site_1557,2019,Ozone,19.54964607,19.65015959,0.5141,FALSE
site_1558,2019,Ozone,46.00140952,47.91317808,4.1559,FALSE
site_1560,2019,Ozone,45.90345326,46.0692655,0.3612,FALSE
site_1561,2019,Ozone,24.06635744,23.57322584,-2.049,FALSE
site_1562,2019,Ozone,48.0404216,46.20394445,-3.8228,FALSE
site_1563,2019,Ozone,26.66622482,26.57904785,-0.3269,FALSE
site_157,2019,Ozone,62.18899454,61.46253691,-1.1681,FALSE
site_158,2019,Ozone,68.06550059,68.140914,0.1108,FALSE
site_159,2019,Ozone,31.54930767,31.10595087,-1.4053,FALSE
site_161,2019,Ozone,43.82189343,42.99684278,-1.8827,FALSE
site_162,2019,Ozone,35.96024478,35.99647664,0.1008,FALSE
site_163,2019,Ozone,,,,FALSE
site_164,2019,Ozone,25.89791756,25.76496226,-0.5134,FALSE
site_166,2019,Ozone,,,,FALSE
site_198,2019,Ozone,43.46523119,42.69072018,-1.7819,FALSE
site_199,2019,Ozone,26.08905861,26.05897739,-0.1153,FALSE
site_251,2019,Ozone,30.61142857,30.71719975,0.3455,FALSE
site_252,2019,Ozone,40.14524462,39.3179335,-2.0608,FALSE
site_253,2019,Ozone,21.32756823,21.47021379,0.6688,FALSE
site_255,2019,Ozone,18.84263111,19.0569449,1.1374,FALSE
site_256,2019,Ozone,20.80759941,20.71407683,-0.4495,FALSE
site_258,2019,Ozone,38.2499456,38.30720642,0.1497,FALSE
site_260,2019,Ozone,34.1362685,34.0392211,-0.2843,FALSE
site_262,2019,Ozone,39.94081785,40.1457805,0.5132,FALSE
site_263,2019,Ozone,48.94256482,48.84448876,-0.2004,FALSE
site_273,2019,Ozone,61.541109,61.64966414,0.1764,FALSE
site_274,2019,Ozone,25.26791003,25.27851533,0.042,FALSE
site_275,2019,Ozone,18.58600303,18.49929269,-0.4665,FALSE
site_276,2019,Ozone,42.40239109,42.45538937,0.125,FALSE
site_277,2019,Ozone,33.10035545,32.69530085,-1.2237,FALSE
site_288,2019,Ozone,30.96802044,30.79516033,-0.5582,FALSE
site_292,2019,Ozone,21.70821964,33.36646302,53.7043,FALSE
site_293,2019,Ozone,24.25947742,23.88755543,-1.5331,FALSE
site_294,2019,Ozone,28.57294369,28.13226227,-1.5423,FALSE
site_295,2019,Ozone,50.89523785,54.3250762,6.739,FALSE
site_296,2019,Ozone,30.80917763,30.83771121,0.0926,FALSE
site_297,2019,Ozone,,,,FALSE
site_298,2019,Ozone,32.2843257,32.38773636,0.3203,FALSE
site_299,2019,Ozone,,,,FALSE
site_301,2019,Ozone,27.81270944,25.71688253,-7.5355,FALSE
site_302,2019,Ozone,46.3078509,46.45092777,0.309,FALSE
site_303,2019,Ozone,48.85505111,49.21357222,0.7338,FALSE
site_304,2019,Ozone,47.75856265,47.50702677,-0.5267,FALSE
site_305,2019,Ozone,20.08502028,19.87845015,-1.0285,FALSE
site_306,2019,Ozone,,,,FALSE
site_307,2019,Ozone,18.27207288,24.35846597,33.3098,FALSE
site_308,2019,Ozone,45.83504407,46.97026672,2.4768,FALSE
site_309,2019,Ozone,31.3862153,31.70352018,1.011,FALSE
site_5023,2019,Ozone,41.91149453,42.22641062,0.7514,FALSE
site_5024,2019,Ozone,34.81240177,35.50792982,1.9979,FALSE
site_5025,2019,Ozone,38.20348693,38.36640843,0.4265,FALSE
site_5039,2019,Ozone,28.26518225,28.47230578,0.7328,FALSE
site_5040,2019,Ozone,,,,FALSE
site_5042,2019,Ozone,,,,FALSE
site_5043,2019,Ozone,41.66048266,42.31951695,1.5819,FALSE
site_5044,2019,Ozone,38.95146796,39.16157376,0.5394,FALSE
site_5045,2019,Ozone,28.33654878,28.6164744,0.9879,FALSE
site_5046,2019,Ozone,46.60045198,47.39125009,1.697,FALSE
site_5047,2019,Ozone,41.78985561,41.80232944,0.0298,FALSE
site_5048,2019,Ozone,37.27079144,37.56181911,0.7808,FALSE
site_5049,2019,Ozone,30.99109305,31.36092882,1.1934,FALSE
site_5050,2019,Ozone,21.28394657,21.6319371,1.635,FALSE
site_5051,2019,Ozone,38.98174716,39.11969698,0.3539,FALSE
site_5052,2019,Ozone,48.02380203,48.57712264,1.1522,FALSE
site_5053,2019,Ozone,14.62283564,14.06999304,-3.7807,FALSE
site_5054,2019,Ozone,48.87734739,48.97321636,0.1961,FALSE
site_5055,2019,Ozone,36.4298484,36.25885301,-0.4694,FALSE
site_5056,2019,Ozone,43.03137448,43.23430042,0.4716,FALSE
site_5057,2019,Ozone,46.83667379,47.13133539,0.6291,FALSE
site_5060,2019,Ozone,23.24371736,23.21967318,-0.1034,FALSE
site_5065,2019,Ozone,19.85742461,20.81612693,4.8279,FALSE
site_5066,2019,Ozone,30.08782254,31.45134978,4.5318,FALSE
site_5067,2019,Ozone,26.79889809,26.4478244,-1.31,FALSE
site_5068,2019,Ozone,,,,FALSE
site_5071,2019,Ozone,8.219723585,8.641624035,5.1328,FALSE
site_5072,2019,Ozone,41.19396643,41.21139593,0.0423,FALSE
site_5073,2019,Ozone,24.39770035,30.51404683,25.0694,FALSE
site_5081,2019,Ozone,39.65312447,39.91220073,0.6534,FALSE
site_5082,2019,Ozone,48.91580678,48.36830397,-1.1193,FALSE
site_5083,2019,Ozone,54.80212756,54.88285015,0.1473,FALSE
site_5101,2019,Ozone,28.85534326,29.04593884,0.6605,FALSE
site_5102,2019,Ozone,6.290945203,10.59241573,68.3756,FALSE
site_5104,2019,Ozone,18.74192073,22.67861835,21.0048,FALSE
site_5105,2019,Ozone,15.08436768,15.03894255,-0.3011,FALSE
site_5106,2019,Ozone,18.74612608,18.87222207,0.6727,FALSE
site_5107,2019,Ozone,13.54972309,13.39505512,-1.1415,FALSE
site_5110,2019,Ozone,27.58985219,27.58629144,-0.0129,FALSE
site_5111,2019,Ozone,16.05013134,15.72341103,-2.0356,FALSE
site_5112,2019,Ozone,16.36217121,16.35155701,-0.0649,FALSE
site_5115,2019,Ozone,24.42617747,24.54768551,0.4975,FALSE
site_5118,2019,Ozone,20.34027098,20.39565515,0.2723,FALSE
site_5119,2019,Ozone,20.23974687,20.31617807,0.3776,FALSE
site_5121,2019,Ozone,41.46904525,41.60364809,0.3246,FALSE
site_5122,2019,Ozone,32.2162249,32.02088683,-0.6063,FALSE
site_5123,2019,Ozone,40.83882115,40.57587466,-0.6439,FALSE
site_5124,2019,Ozone,43.57575988,,,FALSE
site_5125,2019,Ozone,26.4074441,26.3850392,-0.0848,FALSE
site_5126,2019,Ozone,26.81074862,27.16364394,1.3162,FALSE
site_5127,2019,Ozone,17.04585465,17.13986593,0.5515,FALSE
site_5128,2019,Ozone,32.11479055,32.16805769,0.1659,FALSE
site_5129,2019,Ozone,38.09685724,38.42322476,0.8567,FALSE
site_5238,2019,Ozone,34.73083004,34.81908959,0.2541,FALSE
site_5247,2019,Ozone,57.17288743,57.80406683,1.104,FALSE
site_5248,2019,Ozone,34.71502785,32.96331752,-5.046,FALSE
site_5249,2019,Ozone,37.73171815,38.38041553,1.7192,FALSE
site_5250,2019,Ozone,48.15025602,48.5611478,0.8534,FALSE
site_5254,2019,Ozone,50.45589411,50.51219039,0.1116,FALSE
site_5255,2019,Ozone,20.41333086,20.50211156,0.4349,FALSE
site_5257,2019,Ozone,24.07763344,23.98585169,-0.3812,FALSE
site_5258,2019,Ozone,25.1161303,24.90368072,-0.8459,FALSE
site_5261,2019,Ozone,5.435072886,5.24638126,-3.4717,FALSE
site_5262,2019,Ozone,3.685832106,3.736537162,1.3757,FALSE
site_5263,2019,Ozone,26.06142649,26.42144759,1.3814,FALSE
site_5264,2019,Ozone,,,,FALSE
site_5265,2019,Ozone,,,,FALSE
site_5266,2019,Ozone,,,,FALSE
site_5267,2019,Ozone,,,,FALSE
site_5270,2019,Ozone,,,,FALSE
site_5271,2019,Ozone,,,,FALSE
site_5273,2019,Ozone,,,,FALSE
site_5276,2019,Ozone,,,,FALSE
site_5331,2019,Ozone,,,,FALSE
site_5334,2019,Ozone,,,,FALSE
site_5335,2019,Ozone,,,,FALSE
site_5336,2019,Ozone,,,,FALSE
site_5337,2019,Ozone,,,,FALSE
site_5338,2019,Ozone,,,,FALSE
site_5339,2019,Ozone,,,,FALSE
site_5340,2019,Ozone,,,,FALSE
site_5344,2019,Ozone,,,,FALSE
site_5345,2019,Ozone,,,,FALSE
site_5361,2019,Ozone,,,,FALSE
site_5363,2019,Ozone,,,,FALSE
site_5364,2019,Ozone,,,,FALSE
site_5365,2019,Ozone,,,,FALSE
site_5367,2019,Ozone,,,,FALSE
site_5370,2019,Ozone,,,,FALSE
site_5375,2019,Ozone,,,,FALSE
site_5394,2019,Ozone,,,,FALSE
site_5396,2019,Ozone,,,,FALSE
site_5399,2019,Ozone,,,,FALSE
site_5403,2019,Ozone,,,,FALSE
site_5417,2019,Ozone,,,,FALSE
site_5423,2019,Ozone,,,,FALSE
site_103,2019,NO2,51.88361288,84.34855331,62.5726,FALSE
site_105,2019,NO2,21.45884546,40.87985084,90.5035,TRUE
site_106,2019,NO2,45.86814765,96.24081219,109.8206,FALSE
site_107,2019,NO2,29.70650065,45.03603426,51.6033,TRUE
site_108,2019,NO2,24.40627459,45.6027159,86.8483,TRUE
site_109,2019,NO2,15.72306766,27.81116787,76.8813,FALSE
site_111,2019,NO2,21.26600498,29.22958104,37.4474,FALSE
site_113,2019,NO2,61.62599109,56.59268159,-8.1675,FALSE
site_114,2019,NO2,44.00176326,38.16313408,-13.2691,TRUE
site_115,2019,NO2,27.58342467,25.75385414,-6.6329,FALSE
site_117,2019,NO2,40.28750359,42.97791433,6.678,FALSE
site_118,2019,NO2,48.36695538,48.47186363,0.2169,FALSE
site_119,2019,NO2,54.28003232,47.2522804,-12.9472,FALSE
site_122,2019,NO2,53.59447372,52.29132983,-2.4315,FALSE
site_124,2019,NO2,52.81668953,49.97348794,-5.3831,FALSE
site_125,2019,NO2,59.4262162,57.44927161,-3.3267,FALSE
site_136,2019,NO2,30.20720026,31.1981942,3.2807,FALSE
site_1390,2019,NO2,26.72530514,49.69124353,85.9333,TRUE
site_1391,2019,NO2,46.58980966,84.33831474,81.0231,FALSE
site_1392,2019,NO2,25.09939734,43.93077255,75.0272,TRUE
site_1393,2019,NO2,35.38407868,61.49570037,73.7948,TRUE
site_1394,2019,NO2,29.2773616,55.24175476,88.6842,TRUE
site_1395,2019,NO2,30.47472487,55.47785483,82.0455,TRUE
site_1396,2019,NO2,22.50996812,41.53399741,84.5138,TRUE
site_1397,2019,NO2,23.46834972,43.61800071,85.8588,TRUE
site_1399,2019,NO2,14.74302422,13.86790479,-5.9358,FALSE
site_1400,2019,NO2,17.07539331,,,FALSE
site_1401,2019,NO2,51.180284,,,FALSE
site_1402,2019,NO2,10.76152463,9.254225668,-14.0064,FALSE
site_1403,2019,NO2,23.99507409,21.57650071,-10.0795,FALSE
site_1404,2019,NO2,24.24140309,23.31301845,-3.8297,FALSE
site_1406,2019,NO2,23.00892044,22.50002381,-2.2117,FALSE
site_1408,2019,NO2,11.5901893,18.47519453,59.4037,FALSE
site_1416,2019,NO2,34.72575519,55.28955804,59.2177,TRUE
site_1418,2019,NO2,32.13784137,61.21671334,90.4817,TRUE
site_1419,2019,NO2,28.67254886,51.68877486,80.2727,TRUE
site_1420,2019,NO2,48.905201,45.79470635,-6.3603,FALSE
site_1421,2019,NO2,43.30782841,40.72692406,-5.9594,FALSE
site_1422,2019,NO2,42.4708628,39.65699554,-6.6254,TRUE
site_1423,2019,NO2,64.95833556,56.35731447,-13.2408,FALSE
site_1424,2019,NO2,70.06583478,63.39488509,-9.521,FALSE
site_1425,2019,NO2,62.43577069,55.96343049,-10.3664,FALSE
site_1426,2019,NO2,39.73201579,36.67640362,-7.6906,FALSE
site_1427,2019,NO2,30.72701988,29.61096692,-3.6322,FALSE
site_1428,2019,NO2,39.45968207,37.59390167,-4.7283,FALSE
site_1429,2019,NO2,44.7668456,47.07427125,5.1543,FALSE
site_1430,2019,NO2,33.64152142,41.36261789,22.9511,TRUE
site_1431,2019,NO2,20.05351577,35.95445325,79.2925,FALSE
site_1432,2019,NO2,35.25227156,33.07756593,-6.169,FALSE
site_1433,2019,NO2,,,,FALSE
site_1434,2019,NO2,59.61071909,56.00441215,-6.0498,FALSE
site_1435,2019,NO2,31.68468982,29.95190716,-5.4688,FALSE
site_1437,2019,NO2,28.96270859,55.11003148,90.2793,TRUE
site_1438,2019,NO2,24.97051882,45.3328439,81.5455,TRUE
site_144,2019,NO2,58.8455216,56.15139358,-4.5783,FALSE
site_1450,2019,NO2,24.60891961,47.73689847,93.9821,TRUE
site_146,2019,NO2,34.0281296,35.05266247,3.0108,FALSE
site_147,2019,NO2,18.02311802,23.26298793,29.073,FALSE
site_1538,2019,NO2,8.102211839,13.4677177,66.2227,FALSE
site_153,2019,NO2,63.93971939,60.07488713,-6.0445,FALSE
site_1541,2019,NO2,63.99448051,60.73146544,-5.0989,FALSE
site_1542,2019,NO2,36.81352091,34.11557578,-7.3287,FALSE
site_1549,2019,NO2,20.82281931,36.55682115,75.5613,FALSE
site_1550,2019,NO2,33.91694792,33.20597563,-2.0962,FALSE
site_1553,2019,NO2,42.61453502,44.8826091,5.3223,FALSE
site_1554,2019,NO2,26.24553583,,,FALSE
site_1555,2019,NO2,17.44106285,16.08438246,-7.7787,FALSE
site_1556,2019,NO2,32.22941666,31.98011461,-0.7735,FALSE
site_1557,2019,NO2,17.98191958,17.50289328,-2.6639,FALSE
site_1558,2019,NO2,38.30790899,34.3102424,-10.4356,FALSE
site_1560,2019,NO2,47.68558491,44.19625335,-7.3174,FALSE
site_1561,2019,NO2,33.59250518,32.23860517,-4.0304,FALSE
site_1562,2019,NO2,37.14321986,34.26758731,-7.742,FALSE
site_1563,2019,NO2,61.25665329,56.75933499,-7.3418,FALSE
site_157,2019,NO2,42.53116705,36.03766653,-15.2676,TRUE
site_158,2019,NO2,37.95613937,0.378333333,-99.0032,FALSE
site_159,2019,NO2,32.5294834,35.70211399,9.7531,FALSE
site_161,2019,NO2,18.55985298,17.7210139,-4.5196,FALSE
site_162,2019,NO2,18.5548834,32.9663015,77.6691,FALSE
site_163,2019,NO2,28.25029082,54.82846942,94.0811,TRUE
site_164,2019,NO2,24.66413312,44.5076451,80.4549,TRUE
site_166,2019,NO2,15.52721173,25.98833331,67.3728,FALSE
site_198,2019,NO2,13.90527246,9.072506501,-34.7549,FALSE
site_199,2019,NO2,26.64982634,25.23675647,-5.3024,FALSE
site_251,2019,NO2,17.22151101,16.21464156,-5.8466,FALSE
site_252,2019,NO2,6.899777432,6.35207463,-7.938,FALSE
site_253,2019,NO2,18.12549286,37.79570235,108.5223,FALSE
site_255,2019,NO2,17.97302911,33.31869179,85.3816,FALSE
site_256,2019,NO2,14.96695633,26.2049351,75.0853,FALSE
site_258,2019,NO2,35.66551859,34.84200157,-2.309,FALSE
site_260,2019,NO2,38.06499169,36.09895361,-5.165,FALSE
site_262,2019,NO2,30.02456234,29.09127003,-3.1084,FALSE
site_263,2019,NO2,85.04530482,87.44387097,2.8203,FALSE
site_273,2019,NO2,55.49825189,1.5,-97.2972,TRUE
site_274,2019,NO2,43.61504309,80.80549083,85.2698,FALSE
site_275,2019,NO2,37.86082294,39.73057062,4.9385,FALSE
site_276,2019,NO2,57.34653469,53.5890654,-6.5522,FALSE
site_277,2019,NO2,40.11488763,43.43034335,8.2649,FALSE
site_288,2019,NO2,15.15647984,27.20136575,79.4702,FALSE
site_292,2019,NO2,10.91159878,14.29080743,30.969,FALSE
site_293,2019,NO2,15.42711938,26.88872422,74.2952,FALSE
site_294,2019,NO2,32.54709312,30.018345,-7.7695,FALSE
site_295,2019,NO2,10.76508464,16.51691522,53.4304,FALSE
site_296,2019,NO2,46.5204108,80.67431286,73.417,FALSE
site_297,2019,NO2,29.44490764,27.64335902,-6.1184,FALSE
site_298,2019,NO2,42.62203881,43.28855362,1.5638,FALSE
site_299,2019,NO2,,,,FALSE
site_301,2019,NO2,87.75193216,82.82833203,-5.6108,FALSE
site_302,2019,NO2,47.78542552,82.10785859,71.8262,FALSE
site_303,2019,NO2,47.03030781,32.40174963,-31.1045,TRUE
site_304,2019,NO2,19.06130336,17.80336021,-6.5995,FALSE
site_305,2019,NO2,34.27648205,30.38055984,-11.3662,FALSE
site_306,2019,NO2,22.31107733,35.75897035,60.2745,FALSE
site_307,2019,NO2,34.32447587,32.96796204,-3.952,FALSE
site_308,2019,NO2,90.80436545,87.77718525,-3.3337,FALSE
site_309,2019,NO2,49.54203129,78.25353644,57.9538,FALSE
site_5023,2019,NO2,36.4060387,35.73126037,-1.8535,FALSE
site_5024,2019,NO2,54.36432596,51.89117095,-4.5492,FALSE
site_5025,2019,NO2,18.16745455,30.36518704,67.1406,FALSE
site_5039,2019,NO2,43.9222805,45.96105713,4.6418,FALSE
site_5040,2019,NO2,12.88116406,27.78758851,115.7227,FALSE
site_5042,2019,NO2,22.57454357,40.40349172,78.9781,TRUE
site_5043,2019,NO2,26.58356634,24.16917702,-9.0823,FALSE
site_5044,2019,NO2,40.24699597,32.4520045,-19.3679,TRUE
site_5045,2019,NO2,39.9859477,36.84925115,-7.8445,FALSE
site_5046,2019,NO2,31.34358192,32.64035888,4.1373,FALSE
site_5047,2019,NO2,29.08211172,27.9843596,-3.7747,FALSE
site_5048,2019,NO2,39.80490005,26.80613769,-32.6562,FALSE
site_5049,2019,NO2,21.1069552,20.41478915,-3.2793,FALSE
site_5050,2019,NO2,19.00675495,31.93049038,67.9955,FALSE
site_5051,2019,NO2,12.21464154,29.4674224,141.2467,FALSE
site_5052,2019,NO2,30.5732639,31.53227398,3.1368,FALSE
site_5053,2019,NO2,19.50719838,18.56801021,-4.8146,FALSE
site_5054,2019,NO2,16.78738176,19.08193442,13.6683,FALSE
site_5055,2019,NO2,18.58196796,30.78482719,65.6704,FALSE
site_5056,2019,NO2,21.90372185,21.61059285,-1.3383,FALSE
site_5057,2019,NO2,27.33664999,35.32616498,29.2264,FALSE
site_5060,2019,NO2,37.37733184,30.74821019,-17.7357,FALSE
site_5065,2019,NO2,15.54924027,27.26637239,75.355,FALSE
site_5066,2019,NO2,17.40393385,39.03733042,124.3018,FALSE
site_5067,2019,NO2,59.35992229,116.5351376,96.3196,FALSE
site_5068,2019,NO2,9.02756084,15.07162355,66.9512,FALSE
site_5071,2019,NO2,19.08758575,34.42215997,80.3379,FALSE
site_5072,2019,NO2,19.48133136,15.31319882,-21.3955,FALSE
site_5073,2019,NO2,13.01749078,10.14129412,-22.0949,FALSE
site_5081,2019,NO2,61.73847693,58.85472979,-4.6709,FALSE
site_5082,2019,NO2,77.99275572,73.60554328,-5.6252,FALSE
site_5083,2019,NO2,33.06589385,30.61653969,-7.4075,FALSE
site_5101,2019,NO2,36.48309228,68.1265598,86.7346,TRUE
site_5102,2019,NO2,18.06220496,32.14768149,77.9832,FALSE
site_5104,2019,NO2,33.8972878,61.01076546,79.9872,TRUE
site_5105,2019,NO2,7.950425421,12.23031123,53.8322,FALSE
site_5106,2019,NO2,25.78715453,46.30254844,79.5566,TRUE
site_5107,2019,NO2,35.18244577,64.56473711,83.5141,TRUE
site_5110,2019,NO2,32.26306052,63.55188353,96.9803,TRUE
site_5111,2019,NO2,22.66619521,39.99018172,76.4309,FALSE
site_5112,2019,NO2,10.27768607,18.46979887,79.7078,FALSE
site_5115,2019,NO2,17.96811605,32.75082501,82.2719,FALSE
site_5118,2019,NO2,24.29989683,43.19447455,77.7558,TRUE
site_5119,2019,NO2,41.38681546,74.43416176,79.8499,FALSE
site_5121,2019,NO2,57.64226721,55.04354483,-4.5084,FALSE
site_5122,2019,NO2,55.90175158,53.09314565,-5.0242,FALSE
site_5123,2019,NO2,57.74161937,53.88057929,-6.6868,FALSE
site_5124,2019,NO2,9.434082661,17.34801333,83.8866,FALSE
site_5125,2019,NO2,12.56503482,,,FALSE
site_5126,2019,NO2,35.56366598,65.10688634,83.0714,TRUE
site_5127,2019,NO2,10.21791791,9.872315072,-3.3823,FALSE
site_5128,2019,NO2,39.91806446,37.83604111,-5.2157,FALSE
site_5129,2019,NO2,15.74302555,32.98937053,109.5491,FALSE
site_5238,2019,NO2,37.10586636,68.02196728,83.3186,TRUE
site_5247,2019,NO2,44.73847926,41.37184884,-7.5251,FALSE
site_5248,2019,NO2,55.55205581,54.33413191,-2.1924,FALSE
site_5249,2019,NO2,37.13816833,34.50999484,-7.0767,FALSE
site_5250,2019,NO2,32.40797055,30.41792405,-6.1406,FALSE
site_5254,2019,NO2,9.128529698,54.43333333,496.299,TRUE
site_5255,2019,NO2,16.44369904,19.59235141,19.1481,FALSE
site_5257,2019,NO2,70.52069698,67.27907957,-4.5967,FALSE
site_5258,2019,NO2,39.84442283,37.43967313,-6.0353,FALSE
site_5261,2019,NO2,33.36236575,59.84550532,79.3803,TRUE
site_5262,2019,NO2,66.79565217,120.0896434,79.7866,FALSE
site_5263,2019,NO2,17.36550872,31.58378677,81.8765,FALSE
site_5264,2019,NO2,,,,FALSE
site_5265,2019,NO2,,,,FALSE
site_5266,2019,NO2,,,,FALSE
site_5267,2019,NO2,,,,FALSE
site_5270,2019,NO2,,,,FALSE
site_5271,2019,NO2,,,,FALSE
site_5273,2019,NO2,,,,FALSE
site_5276,2019,NO2,,,,FALSE
site_5331,2019,NO2,,,,FALSE
site_5334,2019,NO2,,,,FALSE
site_5335,2019,NO2,,,,FALSE
site_5336,2019,NO2,,,,FALSE
site_5337,2019,NO2,,,,FALSE
site_5338,2019,NO2,,,,FALSE
site_5339,2019,NO2,,,,FALSE
site_5340,2019,NO2,,,,FALSE
site_5344,2019,NO2,,,,FALSE
site_5345,2019,NO2,,,,FALSE
site_5361,2019,NO2,,,,FALSE
site_5363,2019,NO2,,,,FALSE
site_5364,2019,NO2,,,,FALSE
site_5365,2019,NO2,,,,FALSE
site_5367,2019,NO2,,,,FALSE
site_5370,2019,NO2,,,,FALSE
site_5375,2019,NO2,,,,FALSE
site_5394,2019,NO2,,,,FALSE
site_5396,2019,NO2,,,,FALSE
site_5399,2019,NO2,,,,FALSE
site_5403,2019,NO2,,,,FALSE
site_5417,2019,NO2,,,,FALSE
site_5423,2019,NO2,,,,FALSE
site_103,2019,PM25,105.0927934,102.6623176,-2.3127,FALSE
site_105,2019,PM25,109.5762551,108.1660539,-1.287,FALSE
site_106,2019,PM25,95.91708647,93.58117044,-2.4353,FALSE
site_107,2019,PM25,83.28327432,81.97222165,-1.5742,FALSE
site_108,2019,PM25,84.66057217,83.4074386,-1.4802,FALSE
site_109,2019,PM25,86.35524965,84.62922613,-1.9987,FALSE
site_111,2019,PM25,106.4858887,104.6782303,-1.6976,FALSE
site_113,2019,PM25,119.2274202,118.1257315,-0.924,FALSE
site_114,2019,PM25,114.90169,114.1257362,-0.6753,FALSE
site_115,2019,PM25,113.7460399,113.0511435,-0.6109,FALSE
site_117,2019,PM25,109.9055392,109.4021395,-0.458,FALSE
site_118,2019,PM25,119.3919114,117.6233113,-1.4813,FALSE
site_119,2019,PM25,108.606225,107.6516087,-0.879,FALSE
